,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
10,Autobiografisches Schreiben,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fichtenkamm-Barde< Rosmarie', '']]",Projekt,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359772&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
11,Mein Leben schreiben – Schreibwerkstatt biografisch-kreativ (Teil 2),['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Westend']",[],"[['Messer< Mechthild', '']]",Projekt,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=366463&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
12,Projektgruppe „Debattieren an der U3L“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359961&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
13,Videokonferenzen einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=374900&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
14,Wissenschaftliches Arbeiten: Grundlagen und weiterbringende Methoden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359945&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
15,(Entfällt!) Erstellen von wissenschaftlichen Arbeiten mit MS Word und MS PowerPoint,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359946&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
16,(Entfällt!) Grundlegende Suchtechniken und Literaturrecherche im Internet,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', ''], ['Weimann< Hans-Joachim', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359948&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
17,OLAT einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359973&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
18,Psychokardiologie – Eine Einführung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Jordan< Jochen< Prof. Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=366239&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
19,Organveränderungen im Lebensverlauf,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359935&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
20,Neues und Wichtiges aus der Medizin,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hach< Wolfgang< Prof. Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359910&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
21,Epidemiologie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359899&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
22,Phylogenie und Systematik: Entstehung biologischer Vielfalt im Laufe der Erdgeschichte,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Streit< Bruno< Prof. Dr.', '']]",Vorlesung mit Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=366727&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
23,Orientierung im Raum – Bewegung allein genügt nicht,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Winter (FB 15)< Christian< Prof. Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359951&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
24,Tutorium für Naturwissenschaften: Biologie und Chemie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reinhardt< Ellen', '']]",Tutorium,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359985&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
25,Chemiegeschichte(n) – Fortschritte einer Wissenschaft im Spiegel der Nobelpreise,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schwab< Gabriele< Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359902&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
26,Chemiegeschichte(n) – Entwicklungsgeschichte der Chemie von der Antike bis 1900,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schwab< Gabriele< Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359926&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
27,Physik- eine Einführung in die Arbeitsweise und Anwendungen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Engemann< Detlef< Dr.', '']]",Vorlesung mit Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359984&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
28,Bahnbrechende Experimente der Physik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359952&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
29,Zwischen Vermittlung und Verwendung. Sprachgeschichte(n) des Deutschen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Füllgrabe< Jörg< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=366451&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
30,Spanische Literatur – Spannungen. Einblicke in einen europäischen Kulturraum,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['von Kalnein< Albrecht< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=360467&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
31,Neue Bücher- alte Fragen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,",",WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359774&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
32,Mario Vargas Llosa: Ein Erzähler aus Perú,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359830&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
33,Literatur und Macht im subsaharischen Afrika,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Seiler-Dietrich< Almut< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359797&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
34,Lernprozesse in der deutsch-jüdischen Literatur – eine Annäherung durch stofflich und motivisch vergleichendes Schriftgut- Film und Bühnenwerk,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Alsleben-Baumann< Claudia< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359807&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
35,Imago animalis 2 – Das Tier im Film,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Mispagel< Nathalie< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359822&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
36,Heinrich Manns Blick auf das Kaiserreich,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,",",WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359793&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
37,Góngora: Soledades,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359919&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
38,E.T.A. Hoffmann und „die schwarze Romantik“ (II),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,",",WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359834&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
39,Deutschsprachige Lyrik im 20. Jahrhundert II,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,",",WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359819&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
40,Der Mythos Orpheus in der Literatur Europas,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schwidtal< Michael< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359799&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
41,Das Theater der Avantgarde,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hennies< Astrid', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359986&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
42,Zur Geschichte der globalen Verflechtung von Ökonomie und Ökologie heute,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Krasberg< Ulrike< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359863&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
43,Zeitepochen: Zum Wandel der Zeitvorstellungen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Krasberg< Ulrike< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359823&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
44,Fremde Welt Nachterleben – Eine Reise durch Traumwelten und Kulturarbeit am Traum,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehrs< Elke< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=366334&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
45,Musik-Sprache-Schrift: Von der Antike zur Renaissancepolyphonie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bierbach< Christine< Prof. Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359827&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
46,„Amerika- du hast es besser“ – Musik in Amerika,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bartel< Helmut< Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359921&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
47,Das Musiktheater der Romantik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359901&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
48,Zum Verhältnis zwischen Kurator*innen und Künstler*innen im zeitgenössischen Kunstfeld,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Sterna< Thomas', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=366614&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
49,Vom Musentempel zur Biennale? Ausstellungskonzepte im 20. und 21. Jahrhundert,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,",",WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359821&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
50,Unter Bäumen. Wir und der Wald.,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359796&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
51,Römische Wandmalerei,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hodske< Jürgen< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359832&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
52,Museumskunde,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hildebrand-Schat< Viola< Apl. Prof. Dr.', ''], ['Scherb< Johanna< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=365951&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
53,Museen der Metropolen – London,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Kiesewetter< Gabriele< Dr.', '']]",Vorlesung mit Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359988&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
54,Kunst Russlands und der Ukraine: friedlich vereint,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehner< Dieter Tino< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359771&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
55,Konzepte Phantastischer Malerei,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Schütz< Otfried< Prof. Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=366521&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
56,Gianbattista Tiepolo,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Scherb< Johanna< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359803&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
57,Einmal rund um Europa: Architektonische Stadtportraits,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vortrag/Vortragsreihe/Gastvortrag,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=370690&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
58,Avantgarde – Neoavantgarde – Transavantgarde in Italien,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,",",WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359825&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
59,Augenschmaus und Fleischeslust. Essen und Trinken in bildgebenden Medien,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359837&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
60,Epikureische Weltanschauung im Lehrgedicht des Lukrez,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung mit Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=366538&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
61,Bauschmuck und Kultbilder griechischer Tempel klassischer Zeit,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Kelperi< Evangelia< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=365753&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
62,Zwischen Revolution und Reaktion. Das „lange“ 19. Jahrhundert,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Füllgrabe< Jörg< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=366450&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
63,Von der „Bildungsreform“ Karls des Großen zur mittelalterlichen Universität,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hehl< Ernst-Dieter< Prof. Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359892&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
64,Von den Elektronenhirnen zum Smartphone – ein deutscher Rückblick auf sieben Jahrzehnte Digitalisierung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Roth< Ralf< Apl. Prof. Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359916&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
65,Vom Rheinbund zum Deutschen Bund zum Kaiserreich – Deutsche Verfassungsentwicklung im 19. Jahrhundert,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Heikaus< Ralf< Dr.', '']]",Seminar,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=359794&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
66,Vindolanda - die Römer am Hadrianswall,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Toalster< David< Dr.', '']]",Vorlesung,,WiSe 2023/24,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=366722&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
