,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
10,Stadtraum - Textraum (1900 bis zur Gegenwart),"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[[""Komfort-Hein< Susanne< Univ.-Prof'in Dr."", '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-3, GER MA-4, GER MA-5, GER MA-6, MA Ae 2.2, MA-Comp-Lit-GER-1.3, Comp-Lit-GER-2.1, Comp-Lit-GER-2.3",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396686&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
11,Sophie Tieck – Wiederentdeckung einer romantischen Autorin (mit Praxisbezug),"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 3 - Gesellschaftswissenschaften']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Bunzel< Wolfgang< Apl. Prof. Dr.', '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-2, GER MA-3, GER MA-4, GER MA-5, GER MA-6, Gender Studies, AVL-Mag",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396739&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
12,Seminare zur Einführung in die Neuere deutsche Literaturwissenschaft,"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie']",['Institut für deutsche Literatur und ihre Didaktik'],[],[],Einführungsveranstaltung,"GER B-2.2, (neue PO) L1l – FW 2.2, (alte PO) L1 – FW 2.1, (neue/alte PO) L2/L5 – FW 2.2, L3 – FW 3.2",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396538&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
13,"Praxisprojekt ""Extremwetter"" 2025","['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']","['Fachbereich 14 - Biochemie, Chemie und Pharmazie']","[['Bertulat< Bianca < Dr.', 'verantwortlich']]","[['Dietzel< Lars< Dr.', 'begleitend'], ['Dambeck< Rainer< Dr.', 'begleitend']]",Projekt,,SoSe 2025,1,4,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=394706&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
14,Paratexte,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Schentke< Anna Yeliz', '']]",Seminar,"(neue PO) L1l – FW 4.2, (alte PO) L1 – FW 2.2, (neue/alte PO) L2/L5 – FW 4.2, (neue/alte PO) L3 – FW 3.3, BA – GER Q-2.1+2, BA – GER O-2 (Q-2)",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396526&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
15,Naturmotive und -konzepte in Goethes 'Faust' (mit Praxisbezug),"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[[""Bohnenkamp-Renken< Anne< Prof'in."", '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-2, GER MA-3, GER MA-4, GER MA-5, GER MA-6",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=398750&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
16,'Natur' in der Gegenwartsliteratur,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Becher< Christina< Dr.', '']]",Seminar,"(neue PO) L1l – FW 4.2, (alte PO) L1 – FW 2.2, (neue/alte PO) L2/L5 – FW 4.2, (neue/alte PO) L3 – FW 3.3, BA – GER Q-2.1+2, BA – GER O-2 (Q-2)",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=398704&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
17,Mittelalterliche Literatur dekonstruieren,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Wick< Maximilian< Dr.', '']]",Seminar,"GER MA-1+2+4+5+6, (neue/alte PO) LA: L3 – FW 7.1, AVL-MA: CompLit-GER-1.2, Comp-Lit-GER-2.1, CompLit-GER-2.2",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=398439&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
18,Lyrik und Lyriktheorie im 17. Jahrhundert,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Seidel< Robert< Univ.-Prof. Dr.', '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-2, GER MA-4, GER MA-5, GER MA-6",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396694&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
19,"Lyrik auf der Bühne - das Literaturfestival ""Lyriktage Frankfurt"" (mit Praxisbezug)","['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Menzel< Nicola < M.A.', '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-3, GER MA-4, GER MA-5, GER MA-6, Gender Studies",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396677&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
20,Literatur und Fußball,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Möller< Reinhard M.< Dr.', '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-3, GER MA-4, GER MA-5, GER MA-6",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396640&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
21,Kulturschwankungen? Überblick über die Literaturgeschichte,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Institut für deutsche Literatur und ihre Didaktik', 'Hörsaalverwaltung Westend']",[],"[['Stübe< Raphael', '']]",Seminar (Blockveranstaltung),"(neue PO) L1l – FW 4.2, (alte PO) L1 – FW 2.2, (neue/alte PO) L2/L5 – FW 4.2, (neue/alte PO) L3 – FW 3.3, BA – GER Q-2.1+2, BA – GER O-2 (Q-2)",SoSe 2025,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=398710&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
22,Judith Schalansky: Schreiben im Anthropozän (Tiere- Pflanzen- Elemente) (mit Praxisbezug),"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Borgards< Roland< Univ.-Prof. Dr.', '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-3, GER MA-4, GER MA-5, GER MA-6, MA Ae 2.2",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396655&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
23,Journalistisches Schreiben (mit Praxisbezug),"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Zegowitz< Bernd< Apl. Prof. Dr.', '']]",Übung,"GER MA-8, GER O-9",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396741&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
24,Joseph von Eichendorff: Lyrik und Novellen,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Schuster< Jörg< Apl. Prof. Dr.', '']]",Seminar,"(neue PO) L1l – FW 4.2, (alte PO) L1 – FW 2.2, (neue/alte PO) L2/L5 – FW 4.2, (neue/alte PO) L3 – FW 3.3, BA – GER Q-2.1+2, BA – GER O-2 (Q-2)",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396688&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
25,Interdisziplinäre Rechtsmedizin (für Studierende aller FB),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 16 - Medizin']",['Institut für Rechtsmedizin'],[],"[['Amendt< Jens< Apl. Prof. Dr.', ''], [""Kauferstein< Silke< Prof'in. Dr."", ''], ['Kettner< Mattias< Priv. Doz. Dr.', ''], ['Paulke< Alexander< Priv. Doz. Dr.', ''], ['Tönnes< Stefan< Prof. Dr.', ''], ['Verhoff< Marcel A.< Prof. Dr.', ''], ['Zehner< Richard< Prof. Dr.', '']]",Vorlesung,,SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=397938&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
26,Ingeborg Bachmann und Max Frisch - eine literarische Beziehung,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Schuster< Jörg< Apl. Prof. Dr.', '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-3, GER MA-4, GER MA-5, GER MA-6, Gender Studies",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=398739&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
27,Gegenwartsliteratur. Textästhetiken und Konzepte,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Drügh< Heinz< Univ.-Prof. Dr.', '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-3, GER MA-4, GER MA-5, GER MA-6, MA Ae 2.2, AVL-MA: Comp-Lit-GER-1.3, Comp-Lit-GER-2.1, Comp-Lit-GER-2.",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396625&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
28,Frauen im Widerstand / KZ-Erfahrungen / Digitale Erinnerungskultur,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 3 - Gesellschaftswissenschaften']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Hilmes< Carola< Apl. Prof. Dr.', '']]",Seminar,"(neue PO) L1l – FW 4.2, (alte PO) L1 – FW 2.2, (neue/alte PO) L2/L5 – FW 4.2, (neue/alte PO) L3 – FW 3.3, BA – GER Q-2.1+2, BA – GER O-2 (Q-2), Gender Studies",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=398708&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
29,Fear Of Missing Out. Multioptionalismus in der Literatur der Moderne,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']","['Institut für deutsche Literatur und ihre Didaktik', 'Hörsaalverwaltung Westend']",[],"[['Stübe< Raphael', '']]",Seminar (Blockveranstaltung),"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-2, GER MA-3, GER MA-4, GER MA-5, GER MA-6, AVL-MA: Comp-Lit-GER-1.1, Comp-Lit-GER-1.3, Comp-Lit-GER-2.1, Comp-Lit-GER-2.3",SoSe 2025,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=398746&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
30,Erzählen von Alexander dem Großen im deutschen Mittelalter,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Runow< Holger< Prof. Dr.', '']]",Seminar,"GER Q-5.1+2, O-1.1+2+3, (neue/alte PO) LA: L3 – FW 6.1",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=398478&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
31,Einblicke in Goethes 'Faust' (mit Praxisbezug),"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[[""Bohnenkamp-Renken< Anne< Prof'in."", '']]",Seminar,"(neue PO) L1l – FW 4.2, (alte PO) L1 – FW 2.2, (neue/alte PO) L2/L5 – FW 4.2, (neue/alte PO) L3 – FW 3.3, BA – GER Q-2.1+2, BA – GER O-2 (Q-2)",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=398701&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
32,Die Singularitäten der Philologie,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Albers< Beer', '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-2, GER MA-3, GER MA-4, GER MA-5, GER MA-6, MA Ae 2.2, AVL-MA: CompLit-GER-1.1, CompLit-GER-1.3, Comp-Lit-GER-2.1, Comp-Lit-GER-2.3",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=398702&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
33,Das dramatische Werk des Hans Sachs,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Wick< Maximilian< Dr.', '']]",Seminar,"GER Q-1.1+2, LA: (neue/alte PO)  L3 – FW 2.3",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396675&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
34,Berufsfeld-Exkursion,"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']","['Fachbereich 14 - Biochemie, Chemie und Pharmazie']","[['Bertulat< Bianca < Dr.', 'verantwortlich']]",[],Exkursion,,SoSe 2025,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=401848&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
35,Arno Geiger- historisches und autofiktionales Erzählen,"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Weitere Studienangebote']",['Institut für deutsche Literatur und ihre Didaktik'],[],"[['Seidel< Robert< Univ.-Prof. Dr.', '']]",Seminar,"(neue/alte PO) L3 – FW 6.2, FW 7.2, BA – GER Q-6, BA – GER O-2 (Q-6), GER MA-3, GER MA-4, GER MA-5, GER MA-6",SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396676&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
36,"GO Praxisprojekt 2025 - ""Save it""","['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']","['Fachbereich 14 - Biochemie, Chemie und Pharmazie']","[['Bertulat< Bianca < Dr.', 'verantwortlich']]",[],Projekt,,SoSe 2025,1,3,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=394703&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
37,Theorie und Praxis des Sports mit Älteren,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Sedlak< Duro', '']]",Kurs/Workshop,,SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=393105&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
38,Sturzprävention im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Steen< Frieder', '']]",Kurs/Workshop,,SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=401389&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
39,Kognition und Sport im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bello< Fabio', '']]",Kurs/Workshop,,SoSe 2025,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=393107&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
