,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
10,Sturzprävention im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Kurs/Workshop,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338907&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
11,Kognition und Sport im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Kurs/Workshop,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338900&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
12,Projektgruppe Südosteuropa,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Projekt,-,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339015&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
13,Projektgruppe „Debattieren an der U3L“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339024&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
14,Kreativ-autobiografisches Schreiben: Sprachliche Kreativität methodisch entwickeln,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Messer< Mechthild', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338905&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
15,Diskussionsgruppe „Die Zukunft unserer Gesellschaft“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,-,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339013&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
16,"Die ""Alten"" Europas unter die Lupe genommen – Partizipative Forschung",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Projekt,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339032&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
17,Der digitale Wandel – technische und gesellschaftliche Entwicklungen (Projektgruppe Enigma),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Projekt,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339030&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
18,Autobiografisches Schreiben,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fichtenkamm-Barde< Rosmarie', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338940&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
19,Videokonferenzen einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=348938&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
20,OLAT einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=348937&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
21,Grundlegende Suchtechniken und Literaturrecherche im Internet,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', ''], ['Weimann< Hans-Joachim', '']]",Anleitung zum wiss. Arbeiten,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339020&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
22,Grundlagen des wissenschaftlichen Arbeitens,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Anleitung zum wiss. Arbeiten,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339016&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
23,Erstellen von wissenschaftlichen Arbeiten mit MS Word und MS PowerPoint,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Anleitung zum wiss. Arbeiten,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339022&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
24,Organveränderungen im Lebensverlauf,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339007&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
25,Krankengeschichten aus meiner Zeit,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hach< Wolfgang< Prof. Dr.', '']]",Vorlesung,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339005&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
26,Endokrinologie – wo Hormone wirken,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338977&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
27,Vom Reflex zum Verhalten,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Winter (FB 15)< Christian< Prof. Dr.', '']]",Vorlesung,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338974&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
28,Tutorium für Naturwissenschaften: Biologie und Chemie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reinhardt< Ellen', '']]",Tutorium,,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339026&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
29,Farben – eine historisch-chemische Betrachtung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schwab< Gabriele< Dr.', '']]",Vorlesung,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=345224&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
30,Chemiegeschichte(n),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schwab< Gabriele< Dr.', '']]",Vorlesung,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=343440&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
31,Physik der Umwelt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Vorlesung,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338984&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
32,Künstliche Intelligenz,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ströter< Berthold< Dr.', '']]",Vorlesung,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339003&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
33,Digitalisierung- Technik und Anwendungen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Engemann< Detlef< Dr.', '']]",Vorlesung mit Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339023&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
34,Patagonien: Das Ende der Welt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Seminar,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338961&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
35,Neue Bücher- alte Fragen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338957&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
36,Moderne und Postmoderne auf dem Theater,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hennies< Astrid', '']]",Vorlesung mit Seminar,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339021&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
37,Leopoldo Alas: La Regenta,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Vorlesung,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338993&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
38,Imago animalis – Das Tier im Film,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Mispagel< Nathalie< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338911&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
39,Heinrich Heine- „Reisebilder“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338909&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
40,Fächerübergreifende Bildung- intermedialer Wandel: Deutschsprachige Autoren zu Religion und Religionskritik in Literatur- Hörspiel- Film und Bühnenwerk,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Alsleben-Baumann< Claudia< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338932&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
41,Die subsaharische Großstadt im Spiegel der afrikanischen Literaturen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Seiler-Dietrich< Almut< Dr.', '']]",Seminar,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338945&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
42,Deutschsprachige Lyrik im 20. Jahrhundert,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338960&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
43,Das (Er)Finden von Erinnerungen – Autofiktion und „traditionelle“ Autobiographie in der Gegenwartsliteratur,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338926&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
44,Das Baltikum: eine europäische Kulturregion im Spiegel der deutschen Literatur,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Seminar,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=345434&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
45,Auf der Suche nach der blauen Blume. Romane der Frühromantik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338937&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
46,Griechenland und das Osmanische Reich – am Beispiel der Insel Lesbos,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Krasberg< Ulrike< Dr.', '']]",Seminar,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338916&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
47,Man sollte alle Tage wenigstens ein kleines Lied hören... (Goethe). Zum Verhältnis von Poesie und Musik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339018&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
48,L'homme armé: Krieg und Frieden in der Musik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bierbach< Christine< Prof. Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=344113&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
49,Gibt es eine europäische Musik – Einheit oder Vielfalt?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bartel< Helmut< Dr.', '']]",Vorlesung,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338997&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
50,Es darf gelacht werden. Über den musikalischen Humor,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338992&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
51,Vortragsreihe Kunst: 1874–1914: Weltanschauungen im Spiegel der Kunst vom Impressionismus bis zum Weg in die Abstraktion,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vortrag/Vortragsreihe/Gastvortrag,,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=348915&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
52,Römische Kunst. Spätantike und Christentum,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hodske< Jürgen< Dr.', '']]",Seminar,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338958&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
53,Museen der Metropolen – Paris,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Kiesewetter< Gabriele< Dr.', '']]",Vorlesung mit Seminar,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339034&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
54,Meereslust,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338965&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
55,Kunst im 20. Jahrhundert: abstrakt- konkret- realistisch- informell,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Schütz< Otfried< Prof. Dr.', '']]",Vorlesung,",",WiSe 2022/23,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=345871&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
56,Italiens Weg in die Moderne – von der Akademie zur Avantgarde,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338920&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
57,In Piranesis Welt – Architektur zwischen Kunst und Wissenschaft,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338910&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
58,Eugène Delacroix und die französische Kunst des 19. Jahrhunderts,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Scherb< Johanna< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338918&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
59,(Entfällt!) Künstlerpaare der Moderne: Eigenart und Einklang,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung mit Seminar,.,WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=339031&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
60,Documenta: Nachlese,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Weitere Studienangebote']",['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hildebrand-Schat< Viola< Apl. Prof. Dr.', ''], ['Scherb< Johanna< Dr.', '']]",Seminar,"BA-HF 8, BA-NF 5, 6",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=343385&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
61,Die Macht der Emotion – von Pathos- Affekt und Spiegelneuronen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,",",WiSe 2022/23,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=338939&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
