,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
740,"Rosa- Lila- Blut - eine visuelle Kultur des ""Weiblichen""?","['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Institut für Kunstpädagogik', 'Bereich Visuelle Kultur']","[['Kreckel< Nicole < M.A.', 'verantwortlich']]",[],Proseminar,,WiSe 2019/20,2,"L1 M1=3CPs, L2/L5 M2=3CPs, L3 M2=3CPs,BA KMKB M2=5CPs, M4=2CPs, M6= 3CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=285334&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
741,L1-ÄB:I:  Ringvorlesung Ästhetische Bildung,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Pädagogik der Elementar- und Primarstufe (WE II)'],[],[],Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276388&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
742,Einfach mal geknipst,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Bereich Visuelle Kultur', 'Institut für Kunstpädagogik']",[],"[['Leber< Christina< Dr.', '']]",Proseminar,,WiSe 2019/20,2,"L1 M1=3CPs, L2/L5 M2=3CPs, L3 M2=3CPs,BA KMKB M2=5CPs, M4=2CPs, M6= 3CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287781&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
743,Betrachtung von Originalen im Museum*,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Bereich Graphik / Malerei', 'Bereich Malerei', 'Institut für Kunstpädagogik']","[[""Gottschalk< Kerstin< Prof'in."", 'verantwortlich']]",[],Seminar,,WiSe 2019/20,2,"L2/L5 M2=2CPs, L3 M6a,b=3CPs, M9a,b=3CPs, BA KMKB M2=4CPs/M6=3CPs, MA KMKB M3a=6CPs, MA KMKB M6a=6CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287014&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
744,Authentischer Ausdruck - zwischen Kunstpädagogik und Kunsttherapie,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Institut für Kunstpädagogik', 'Bereich Didaktik']","[['Saltuari< Petra< Dr.', 'verantwortlich']]",[],Fach-/Didaktische Übung,,WiSe 2019/20,2,"L2/L5 M2=2CPs, L3 M2=2CPs, MA KMKB M2=3CPS",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=285013&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
745,Zufall und Struktur,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Institut für Kunstpädagogik', 'Bereich Plastik']",[],[],Übung,,WiSe 2019/20,2,"L1 M1=2CPs, L2/L5 M1=2CPs, L3 M1=2CPs, BA KMKB M1=2/4CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=285325&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
746,Zack Zinnober- oh Cyan*,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Bereich Malerei'],[],[],Übung,,WiSe 2019/20,2,"L1 M1=2CPs, L2/L5 M1=2CPs, L3 M1=2CPs, BA KMKB M1=2CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287023&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
747,Platz nehmen - Künstlerische Antwort auf eine soziale Positionierung,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Institut für Kunstpädagogik', 'Bereich Plastik']",[],[],Übung,,WiSe 2019/20,2,"L1 M1=2CPs, L2/L5 M1=2CPs, L3 M1=2CPs, BA KMKB M1=2/4CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=285012&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
748,Einführung in den künstlerischen Siebdruck,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Bereich Graphik / Malerei'],[],[],Übung,,WiSe 2019/20,2,"L1 M1=2CPs, L2/L5 M1=2CPs, L3 M1=2CPs, BANF M1=2/4CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287391&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
749,Der Tiefdruck/ Karikaturen - echt oder missglückt?,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Bereich Graphik / Malerei', 'Institut für Kunstpädagogik']","[['Borchhardt< Iris', 'verantwortlich']]",[],Übung,,WiSe 2019/20,2,"L1 M1=2CPs, L2/L5 M1=2CPs, L3 M1=2CPs, BANF M1=2/4CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=286783&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
750,Der Prozess als künstlerisches Mittel (B),"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Bereich Plastik', 'Institut für Kunstpädagogik']",[],[],Übung,,WiSe 2019/20,2,"L1 M1=2CPs, L2/L5 M1=2CPs, L3 M1=2CPs, BA KMKB M1=2CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287426&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
751,Der Prozess als künstlerisches Mittel (A),"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Institut für Kunstpädagogik', 'Bereich Plastik']",[],[],Übung,,WiSe 2019/20,2,"L1 M1=2CPs, L2/L5 M1=2CPs, L3 M1=2CPs, BA KMKB M1=2CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287424&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
752,"Der Hochdruck - Collagen- 4 Farbdrucke- -und die ""Verlorene Form""","['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Bereich Graphik / Malerei', 'Institut für Kunstpädagogik']","[['Borchhardt< Iris', 'verantwortlich']]",[],Übung,,WiSe 2019/20,2,"L1 M1=2CPs, L2/L5 M1=2CPs, L3 M1=2CPs, BANF M1=2/4CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=286781&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
753,Crossmedia*,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Bereich Neue Medien'],"[['Hanel< Tillmann', 'verantwortlich']]",[],Übung,,WiSe 2019/20,2,"L1 M1=2CPs, L2/L5 M1=2CPs, L3 M1=2CPs, BA KMKB M1=2/4CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=285067&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
754,Ausdrucksmöglichkeiten der Malerei*,"['Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Bereich Malerei'],[],[],Übung,,WiSe 2019/20,2,"L1 M1=2CPs, L2/L5 M1=2CPs, L3 M1=2CPs, BA KMKB M1=2/4CPs",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287024&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
755,Vertrauen stärken. Der Sendungsauftrag der Kirche in der Gegenwart,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']","['Fachbereich 7 - Katholische Theologie', 'Hörsaalverwaltung Westend']",[],[],Seminar (Blockveranstaltung),"BAHF-M7, BANF-M6",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287674&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
756,Sexualisierte Gewalt an Kindern und Jugendlichen,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']","['Fachbereich 7 - Katholische Theologie', 'Hörsaalverwaltung Westend']","[['Wustmans< Hildegard< Apl. Prof. Dr.', 'verantwortlich']]",[],Seminar (Blockveranstaltung),"L1-M6a-LV2, L2-M4a-LV2, L2-M6-LV3b, L3-M4-LV2, L3-M6-LV4, M3-M8d-LV1, L5-M4a-LV2, L5-M6-LV3b, BAHF-M7-LV2a",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276605&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
757,Die Frage nach Gott,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Wenzel< Knut< Prof. Dr.', 'verantwortlich']]",[],Vorlesung,"L2-M5-LV1b, L3-M5-LV3, L5-M5-LV1b, BAHF-M8-LV3, BANF-M1-LV4",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277560&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
758,Das Johannesevangelium,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Schmeller< Thomas< Prof. Dr.', 'verantwortlich']]",[],Seminar,"L1-M5-LV1, L2-M5-LV2, L3-M5-LV2, L5-M5-LV2, BAHF-M8-LV2, BANF-M5-LV2",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=286644&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
759,Christologie,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Wenzel< Knut< Prof. Dr.', 'verantwortlich']]",[],Vorlesung,"L1-M5-LV2, L2-M5-LV3, L3-M5-LV4, L5-M5-LV3, BAHF-M8-LV4, BANF-M5-LV3",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277250&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
760,Orthodoxe und evangelische Religionspädagogik im Dialog: Theoretische Grundlagen – organisatorische Rahmenbedingungen – Konzepte – Praxisbeispiele,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']","['Religionspädagogik', 'Hörsaalverwaltung Westend']",[],[],Seminar (Blockveranstaltung),,WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=284284&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
761,Religiosität wahrnehmen- fördern und begleiten,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Trocholepczy< Bernd< Prof. Dr.', 'verantwortlich']]","[['Pisonic< Klara', 'begleitend']]",Proseminar,"L1-M3-LV1, L2-M3-LV1, L3-M3-LV1, L5-M3-LV1, BAHF-M5-LV1, BANF-M3-LV4",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=282745&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
762,Einführung in die Religionswissenschaft,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Gantke< Wolfgang < Prof. Dr.', 'verantwortlich']]",[],Proseminar,"L2-M3-LV2, L3-M3-LV2, L5-M3-LV2, BAHF-M6-LV3, BANF-M1-LV2b",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=283339&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
763,Einführung in die Religionsdidaktik Grund- und Förderschule: Religiosität wahrnehmen- fördern und begleiten,['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)'],"['Hörsaalverwaltung Westend', 'Fachbereich 7 - Katholische Theologie']",[],[],Seminar (Blockveranstaltung),"L1-M3-LV1, L5-M3-LV1",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287917&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
764,Einführung in die Praktische Theologie und Religionspädagogik,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Schreijäck< Thomas< Prof. Dr.', 'verantwortlich']]",[],Vorlesung,"L1-M3-LV2b, L2-M3-LV3b, L3-M3-LV5, BAHF-M5-LV4, BANF-M3-LV3",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277667&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
765,Einführung in die Christliche Ethik,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Mandry< Christof< Prof. Dr.', 'verantwortlich']]",[],Vorlesung,"L1-M3-LV2a, L2-M3-LV3a, L3-M3-LV3, L5-M3-LV3a, BAHF-M5-LV2, BANF-M3-LV2",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277683&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
766,Bhagavadgita,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Gantke< Wolfgang < Prof. Dr.', 'verantwortlich'], ['Serikov< Vladislav < Dr.', 'verantwortlich']]",[],Proseminar,"L2-M3-LV2, L3-M3-LV2, L5-M3-LV2",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277170&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
767,"Angefragt - ausgegrenzt - abgeschoben? Theologisch-ethische Perspektiven auf das Phönomen ""Behinderung""","['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],[],[],Seminar,"L2-M3-LV4, L3-M3-LV4, L5-M3-LV4, BAHF-M5-LV3",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277742&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
768,Glaube und Geschichte: Der Geschmack der Dinge. Kirchengeschichte am Objekt. Mit einer Einführung in die Methoden des kirchenhistorischen Arbeitens.,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],[],[],Proseminar,"L1-M4-LV2, L2-M2-LV2, L3-M2-LV2, L5-M2-LV2, BA-HF-M4-LV2, BA-NF-M2-LV2",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277692&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
769,Biblische Methodenlehre,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Schmeller< Thomas< Prof. Dr.', 'verantwortlich']]",[],Proseminar,"L1-M2-LV1, L2-M2-LV1, L3-M2-LV1, L5-M2-LV1, BA-HF-M4-LV1, BA-NF-M2-LV1",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=283665&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
770,Philosophische Propädeutik / Einführung in die Religionsphilosophie,"['Lehrveranstaltungen des Fachbereichs 6 - Evangelische Theologie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']","['Fachbereich 7 - Katholische Theologie', 'Hörsaalverwaltung Westend']",[],[],Proseminar,"L2-M1-LV2, L3-M1-LV4, L5-M1-LV2, BAHF-M1-LV2, BANF-M1-LV2a",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=283658&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
771,Kriterien des christlichen Glaubens,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']","['Fachbereich 7 - Katholische Theologie', 'Hörsaalverwaltung Westend']","[['Mandry< Christof< Prof. Dr.', 'verantwortlich']]",[],Proseminar,"L1-M1-LV2, L2-M1-LV3, L3-M1-LV3, L5-M1-LV3, BAHF-M1-LV3, BANF-M3-LV1",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277527&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
772,Grundkurs,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Schmeller< Thomas< Prof. Dr.', 'verantwortlich']]",[],Grundkurs,"L1-M1-LV1, L2-M1-LV1, L3-M1-LV1, L5-M1-LV1, BAHF-M1-LV1, BANF-M1-LV1",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276381&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
773,Glaube und Vernunft,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Schmidt< Thomas  M.< Prof. Dr.', 'verantwortlich']]",[],Vorlesung,"L2-M1-LV4, L3-M1-LV4, L5-M1-LV4, BAHF-M3a-LV1, BANF-M1-LV3",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277588&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
774,Das Wesen des christlichen Glaubens,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Fachbereich 7 - Katholische Theologie'],"[['Wenzel< Knut< Prof. Dr.', 'verantwortlich']]",[],Vorlesung,"L1-M1-LV5, L2-M1-LV5, L3-M1-LV5, L5-M1-LV5, BAHF-M1-LV4, BANF-M1-LV4",WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277279&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
775,Wichtige Information für Lehramtstudenten der Informatik,['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)'],['Institut für Didaktik der Mathematik und der Informatik (IDMI)'],[],[],Einführungsveranstaltung,,WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=295550&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
776,Seminar Modellierung und Simulation biologischer Systeme (Ausgewählte Themen der Modellierung und Simulation/des Wissenschaftlichen Rechnens in der PO2015),"['Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Modellierung und Simulation', 'Hörsaalverwaltung Bockenheim']","[['Heisig< Michael< Dr.', 'verantwortlich']]",[],Seminar,"B-ATAI-S, ATAI-BS, MSBIO-MS, M-MSBIO-S, SIM-S, M-WR-SIM-S, B-SIM-BS, M-SIM-S, L2-CS-S, L3-CS-S, L5-CS-S, SIM-MS, M-GR-S-K, M-GR-S-A",WiSe 2019/20,2,5,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=280996&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
777,Seminar Computational Finance,"['Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Modellierung und Simulation'],"[['Wagner< Christian< Dr.', 'verantwortlich']]",[],Seminar,"COFI-S, M-WR-COFI-S, L2-CS-S, L3-CS-S, L5-CS-S, COFI-MS, M-COFI-S, B-ATAI-S, ATAI-BS, B-ANI-BS, ANI-BS",WiSe 2019/20,2,5,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=280997&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
778,Projektarbeit im Informatikunterricht 1,['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)'],['Institut für Didaktik der Mathematik und der Informatik (IDMI)'],[],[],Seminar mit Praktikum,PAI-1,WiSe 2019/20,2,3,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287092&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
779,Technik - Mensch - Gesellschaft,['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)'],['Institut für Didaktik der Mathematik und der Informatik (IDMI)'],[],[],Seminar,TMG,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277860&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
780,Digitechnikum - Technikreflexion,['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)'],['Institut für Didaktik der Mathematik und der Informatik (IDMI)'],[],[],Seminar,TU,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=287317&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
781,Einführung in die Didaktik der Informatik 1 - Vorlesung  und Übung/L2- L3- L5,['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)'],['Institut für Didaktik der Mathematik und der Informatik (IDMI)'],[],[],Vorlesung,L2/L3/L5CS-EDI-1,WiSe 2019/20,2,3,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277857&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
782,Einführung in die Programmierung,"['Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen des Fachbereichs 11 - Geowissenschaften / Geographie', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften']","['Graphische Datenverarbeitung', 'Hörsaalverwaltung Bockenheim']",[],"[['Krömker< Detlef< Prof. Dr.-Ing.', '']]",Vorlesung mit Übung,"EPR, L3-CS-PRG1, L2-CS-IG-1, L5-CS-IG-1, BioInf. Modul 21, PRG1",WiSe 2019/20,3,5,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=284009&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
783,Vorbereitung des Schulpraktikums mit eigener Gruppe,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Belda< Dirk', '']]",Schulpraktische Studien,mit eigener Gruppe,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276754&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
784,Nachbereitung des Schulpraktikums (D),"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Belda< Dirk', '']]",Schulpraktische Studien,mit eigener Gruppe / Blockveranstaltung,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=286860&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
