,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
10,Naturdarstellungen in der Musik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bartel< Helmut< Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277625&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
11,Natur als Thema der Theologie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wriedt< Markus< Prof. Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277600&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
12,Mensch und Natur in der Geschichte der Soziologie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Baier< Ulrich < M. A.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277311&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
13,Mensch und Natur: Gesellschaftliche Grundlagen und Wandel,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=284164&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
14,"""Macht euch die Erde untertan"" - Mensch und Natur zwischen Nutzung- Angst und Bewunderung im Mittelalter","['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 7 - Katholische Theologie']",['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Kloft< Matthias Th. < Prof. Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276970&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
15,Lebensreform- und Jugendbewegung 1900-1933,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gürtler< Christian< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277348&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
16,Landschaft als Bildgattung und ästhetisches Konzept,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Scherb< Johanna< Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277582&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
17,Kunstbetrachtungen. Vom Menschen und seiner Natur,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=275956&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
18,Kolloquium zum Strukturierten Studiengang,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Wagner< Elisabeth< Dr.', '']]",Kolloquium,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=284928&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
19,Klimawandel- Naturbeherrschung- Wolfsattacken - Sprachbilder in Umweltdebatten,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Wagner< Elisabeth< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277919&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
20,Klima macht Geschichte,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Toalster< David< Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277576&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
21,"""Ich blieb und lehnte mein Gesicht an den Geliebten"": Spanische Mystik",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=275999&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
22,Grundlagen des wissenschaftlichen Arbeitens,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277773&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
23,Gartenarchitektur der Neuzeit - von Bomarzo nach Wörlitz,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277218&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
24,Ethnische Religionen und ihr Verhältnis zur Natur und zur Umwelt,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Huth< Fritz< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277879&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
25,Einführung in das Umweltrecht,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Erd< Rainer< Prof. Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=275998&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
26,Die Personen der Gesellschaft: einzigartig- standardisiert- austauschbar- überflüssig?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hohm< Hans-Jürgen< Prof. Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277713&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
27,Bewundernswerte Phänomene oder Rachephänomene? Das Verhältnis von Natur und Mensch in literarischen und historischen Texten seit der Antike,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Füllgrabe< Jörg< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277570&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
28,Alltagskultur und Natursehnsucht,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehrs< Elke< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276967&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
29,Alejo Carpentier: Naturreligion und europäische Musik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277430&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
30,Theorie und Praxis des Sports mit Älteren,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Sedlak< Duro', '']]",Kurs/Workshop,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=275873&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
31,Sturzprävention im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Kurs/Workshop,Sturzprävention im Alter,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=275871&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
32,Fitness & Kognition im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Kurs/Workshop,,WiSe 2019/20,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277053&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
33,Über Reisen schreiben,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fichtenkamm-Barde< Rosmarie', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=278722&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
34,Projektgruppe Südosteuropa: Brücke der Freundschaft - Brücke des Wissens,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],[],Projekt,,WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276011&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
35,Projektgruppe Enigma Workshops,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Hartmann< Renate', '']]",Arbeitsgemeinschaft,,WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=297009&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
36,Projektgruppe Enigma: Der digitale Wandel – Technische und gesellschaftliche Entwicklungen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276007&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
37,"Projektgruppe ""Debattieren an der U3L""",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276013&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
38,Geschichten meines Lebens schreiben (Einführungsseminar),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fichtenkamm-Barde< Rosmarie', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277405&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
39,Autobiografisches Schreiben: Lebens- und Sehnsuchtsorte,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Messer< Mechthild', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=275951&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
40,Autobiografische Schreibwerkstatt: Meine LebensMitte,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Messer< Mechthild', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277511&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
41,Wissenschaftliches Denken und die Bedeutung von Erfahrung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Baier< Ulrich < M. A.', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276015&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
42,Studienmethoden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],E-Learning,,WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=295046&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
43,Kann man Kommunikation lernen? Bausteine in Theorie und Praxis,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Stieß-Westermann< Angelika< Dr.', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277792&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
44,Grundlegende Suchtechniken und Literaturrecherche im Internet,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', ''], ['Weimann< Hans-Joachim', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277787&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
45,Gedächtnistraining- Merktechniken- Lern-Methoden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Seminar mit Übung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277457&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
46,Die Kunst des wissenschaftlichen Lesens,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Anleitung zum wiss. Arbeiten,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277778&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
47,Naturwissenschaftlicher Journal Club. Wenn medizinische Populärwissenschaft nicht ausreicht,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=283936&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
48,Medizinische Notfälle im höheren Lebensalter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=283934&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
49,Geriatrie - Medizin im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277630&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
50,Die großen Erfolge der Medizin in unserer Zeit und wie sie uns persönlich angehen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hach< Wolfgang< Prof. Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276001&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
51,Tutorium für Naturwissenschaften: Biologie und Chemie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reinhardt< Ellen', '']]",Tutorium,,WiSe 2019/20,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276004&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
52,Lebenswelten – Wasserwelten,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Winter (FB 15)< Christian< Prof. Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277555&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
53,Ein Streifzug durch die Welt der Insekten,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gnatzy< Werner< Prof. Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=284761&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
54,Physik des Alltags,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=285121&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
55,Johannes Kepler - Die Ordnung der Dinge,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277890&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
56,Geschichte(n aus) der Physik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=284232&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
57,Digitalisierung: physikalische Grundlagen und technische Umsetzungen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Engemann< Detlef< Dr.', '']]",Vorlesung mit Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277760&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
58,Astronomie III — Physik der Galaxien / Kosmologie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ströter< Berthold< Dr.', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277589&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
59,Zeitgenössisches Theater,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hennies< Astrid', '']]",Vorlesung,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=275996&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
60,Thomas Manns 'Zauberberg' (1924) oder Die Metamorphose des Geistes,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Kimpel< Dieter< Prof. Dr.< Prof. i. R.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277037&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
61,Theodor Storm: Novellen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277411&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
62,Phantastik - Kino zwischen Wunder und Wahn,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Mispagel< Nathalie< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277248&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
63,Neue Bücher – Alte Fragen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277507&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
64,Groteske und absurde Erzählungen der jungen Bundesrepublik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277898&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
65,Franz Kafka- Die Romane,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277365&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
66,Ein Quantum Zeitgeist: James-Bond-Filme als kulturelles Phänomen,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Bußmann< Kerstin< Dr.', ''], ['Mispagel< Nathalie< Dr.', '']]",Seminar (Blockveranstaltung),,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=282763&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
67,Das deutsche Prosagedicht zwischen klassischer Moderne und Gegenwart,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=277902&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
68,Arthur Schnitzler,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,,WiSe 2019/20,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=276999&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
