,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
10,Mensch und Natur: Künstlerische Positionen der vergangenen 50 Jahre,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Scherb< Johanna< Dr.', '']]",Vorlesung mit Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312328&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
11,Körper und Gesellschaft – soziologische Ansätze,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Baier< Ulrich < M. A.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312346&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
12,Isonzo/Soča 1915-1917: Kulturlandschaften und Materialschlachten,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wörsdörfer< Rolf< Priv. Doz. Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312392&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
13,Grundlagen des wissenschaftlichen Arbeitens,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312418&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
14,Fürsorgliche Männlichkeiten. Eine Spurensuche in Biografien und Männerstudien. Forschungsseminar,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Prömper< Hans< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312364&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
15,Einführung in die Quantenphysik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312388&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
16,Die Natur des Bösen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehrs< Elke< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312361&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
17,Theorie und Praxis des Sports mit Älteren,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Sedlak< Duro', '']]",Kurs/Workshop,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312265&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
18,Fitness & Kognition im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Kurs/Workshop,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312268&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
19,Über die Dinge des Lebens schreiben,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fichtenkamm-Barde< Rosmarie', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312421&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
20,Sprachliche Kreativität methodisch entwickeln,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Messer< Mechthild', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=317361&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
21,Projektlabor ÜberLebensKunst – Szene- Trends und Lebensräume in Frankfurt erkunden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', ''], ['Wehrs< Elke< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=315693&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
22,Projektgruppe Südosteuropa: Brücke der Freundschaft - Brücke des Wissens,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,SoSe 2021,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=313605&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
23,Projektgruppe DENTA,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Projekt,,SoSe 2021,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=313516&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
24,"Projektgruppe ""Debattieren an der U3L""",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312413&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
25,"Diskussionsgruppe ""Die Zukunft unserer Gesellschaft""",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=313536&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
26,Der digitale Wandel – technische und gesellschaftliche Entwicklungen (Projektgruppe Enigma),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312414&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
27,Videokonferenzen einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2021,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325351&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
28,OLAT einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2021,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325352&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
29,Grundlegende Suchtechniken und Literaturrecherche im Internet,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', ''], ['Weimann< Hans-Joachim', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312417&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
30,Gedächtnistraining- Merktechniken- Lern-Methoden (Gruppe 2),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Seminar mit Übung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325930&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
31,Gedächtnistraining- Merktechniken- Lern-Methoden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Seminar mit Übung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312952&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
32,Erstellen von wissenschaftlichen Arbeiten mit MS Word und MS PowerPoint,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=319111&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
33,Wandel von Organsystemen mit dem Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312378&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
34,Krankengeschichten aus meiner Zeit,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hach< Wolfgang< Prof. Dr.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=317175&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
35,Tutorium für Naturwissenschaften: Biologie und Chemie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reinhardt< Ellen', '']]",Tutorium,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312953&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
36,Das menschliche Immunsystem,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gögelein< Heinz< Prof. Dr.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312377&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
37,Biologie der Pflanzengesellschaften des Waldes,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Winter (FB 15)< Christian< Prof. Dr.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312387&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
38,Vitamine- Vitamine. Was gibt es Altes und Neues?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312404&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
39,Verstehen Sie Statistik?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312306&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
40,Kristallzüchtung ausgewählter Systeme,"['Lehrveranstaltungen des Fachbereichs 13 - Physik', 'Weitere Studienangebote']",['Physikalisches Institut'],"[['Aßmus< Wolf< Prof. Dr.', 'verantwortlich']]",[],Vorlesung,,SoSe 2021,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=313765&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
41,Fremde Welten - von Exoplaneten und protoplanetaren Scheiben,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Deiss< Bruno Martin< Apl. Prof. Dr.', '']]",Vorlesung,,SoSe 2021,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320025&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
42,Fairness und Gerechtigkeit – Die Mathematik des Sozialen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ströter< Berthold< Dr.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312360&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
43,Digitalisierung- Technik und Potenziale,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Engemann< Detlef< Dr.', '']]",Vorlesung mit Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312954&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
44,We are the Champions... - Der Sportfilm,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Mispagel< Nathalie< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312348&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
45,Ulysses nach Sonnenuntergang,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Richards< Stephen< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=313735&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
46,Neue Bücher – Alte Fragen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312334&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
47,Literatur und Skandal! in den deutschsprachigen Literaturen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312263&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
48,Die Rache der Natur? Die (Selbst-)Verortung der postmodernen Menschen im Rahmen der  	Ökosphäre,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Füllgrabe< Jörg< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=317247&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
49,Die Fabel – in Geschichte und Gegenwart. Teil II,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312308&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
50,Deutschsprachige Autorinnen der Weimarer Republik und des Exils- Teil 2,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312363&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
51,Migration- Nation und kulturelle Identität,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Krasberg< Ulrike< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312319&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
52,Wort und Ton – Die Sprachen der Oper,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312398&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
53,Musik über die Liebe – Liebe in der Musik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bartel< Helmut< Dr.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312406&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
54,Vortragsreihe Kunst: Über zwei Jahrtausende im Bann der Kunstge­schichte. Die Rückkehr der alten Meister in der Kunst des 19. und 20. Jahrhunderts (Videoaufzeichnungen aus dem Wintersemester 20/21),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=323844&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
55,Vortragsreihe Kunst: Kunst und Natur. Fünf Beiträge zu einer intensiven Beziehung (Videoaufzeichnungen aus dem Wintersemester 20/21),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung,,SoSe 2021,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=323843&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
56,Topographie und Wurzelwerk - Frankfurter Gärten seit dem Mittelalter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Brandt< Robert < M. A.', ''], ['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=317321&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
57,Positionen und Perspektiven der zeitgenössischen Moderne,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung mit Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312951&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
58,Odysseus und die Odyssee,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Scherb< Johanna< Dr.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312385&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
59,Lichtkunst im Stadtraum Frankfurt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hildebrand-Schat< Viola< Apl. Prof. Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=317379&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
60,Impulsgebende KünstlerInnen in der Malerei des 19. und 20. Jahrhunderts,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehner< Dieter Tino< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312337&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
61,Hellenismus,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hodske< Jürgen< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312327&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
62,Die zweite Haut. Mode verstehen – Bekleidung als Mittel der Kommunikation,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312293&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
63,Bausteine der Architekturgeschichte – neuzeitliche Bibliotheken,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=314467&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
64,Mit den Augen der Götter – Archäologische Stätten von oben,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Becker< Mario < M. A.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312372&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
65,Kunstraub in der Antike,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Becker< Mario < M. A.', '']]",Vorlesung,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312405&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
66,Geschichte Preußens III. Von der Gründung des Königreichs Preußen 1701 bis zum Wiener Kongress 1815,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gürtler< Christian< Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312277&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
67,Geschichte der Stadt Frankfurt 1800-2021,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Brandt< Robert < M. A.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=312304&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
68,Europa verstehen und neu denken,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Roth< Ralf< Apl. Prof. Dr.', '']]",Seminar,,SoSe 2021,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=317252&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
69,[entfällt] Agesilaos von Sparta,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Toalster< David< Dr.', '']]",Vorlesung,,SoSe 2021,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325217&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
