,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
18,Wider die Natur? Der Mensch im Spannungsfeld von gesellschaftlichen Zwängen und natürlichem Entfaltungsdrang,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Alsleben-Baumann< Claudia< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290213&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
19,Was ist der Mensch? Medizinische Anthropologie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung mit Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290274&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
20,"""Von der Utopie zur Dystopie""",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Jeske< Michael< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290955&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
21,ÜberLebensKunst – das Projektlabor,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', ''], ['Wehrs< Elke< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=295965&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
22,Tiere im Spiegel religiösen Schrifttums und sakraler Kunst,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Alsleben-Baumann< Claudia< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290240&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
23,Organisationen als Entscheidungssysteme der Gesellschaft und Gestalter von Lebenskarrieren,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hohm< Hans-Jürgen< Prof. Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=295349&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
24,„Non scholae- sed vitae discimus“. Bildungsvorstellungen im Laufe und Wandel der Zeiten,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Füllgrabe< Jörg< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290176&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
25,Natur in der Stadt – Soziologische Betrachtungen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Baier< Ulrich < M. A.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290219&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
26,Lebensraum und „Seelen-Garten“ – Einblicke in die Psychologie im Alltag,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehrs< Elke< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290166&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
27,Landschaft- Landwirtschaft und Tourismus – Soziologische Betrachtungen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Baier< Ulrich < M. A.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290221&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
28,Kunstbetrachtungen. Vom Menschen und seiner Natur. Teil 2,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290201&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
29,Kolloquium zum Strukturierten Studiengang 'Mensch und Natur',['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Kolloquium,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=296702&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
30,Hass – Die dunkle Seite der menschlichen Natur,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehrs< Elke< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290234&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
31,Geschichte des Klimas,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Roth< Ralf< Apl. Prof. Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290191&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
32,(Entfällt!) Verbildlichte Kosmologie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Scherb< Johanna< Dr.', '']]",Vorlesung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290258&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
33,(Entfällt!) Patagonien: Das Ende der Welt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290164&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
34,(Entfällt!) Mensch und Natur im Mittelalter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hoefer< Carl-Hellmut< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290202&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
35,(Entfällt!) Góngora: Soledades,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Vorlesung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290262&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
36,(Entfällt!) Fairness und Gerechtigkeit – Die Mathematik des Sozialen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ströter< Berthold< Dr.', '']]",Vorlesung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290233&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
37,(Entfällt!) Blüten- Pollen- Früchte und Insekten,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Winter (FB 15)< Christian< Prof. Dr.', '']]",Übung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290260&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
38,Energie und Klima- ein gesellschaftliches Streitthema,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schroeder< Manfred< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=294352&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
39,Chancen und Grenzen der Energieverwertung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290261&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
40,Bildung- Altern und Geschlecht. Das Älterwerden als Raum der Selbstwerdung. Forschungsseminar,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Prömper< Hans< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290237&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
41,Amerikanische Landschaftskunst,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Scherb< Johanna< Dr.', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290207&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
42,Theorie und Praxis des Sports mit Älteren,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Sedlak< Duro', '']]",Kurs/Workshop,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290167&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
43,Fitness & Kognition im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Kurs/Workshop,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290170&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
44,(Entfällt!) Sturzprävention im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Kurs/Workshop,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290168&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
45,Schreibwerkstatt: Mein Leben schreiben- damit es nicht verloren geht,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Messer< Mechthild', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290161&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
46,Projektgruppe Südosteuropa: Brücke der Freundschaft - Brücke des Wissens,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Projekt,,SoSe 2020,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290297&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
47,Projektgruppe Enigma: Der digitale Wandel – Technische und gesellschaftliche Entwicklungen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290284&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
48,Projektgruppe Denta,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,SoSe 2020,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=298603&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
49,"Projektgruppe ""Debattieren an der U3L""",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290283&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
50,Geschichten meines Lebens kreativ schreiben (Aufbauseminar),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fichtenkamm-Barde< Rosmarie', '']]",Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290195&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
51,(Entfällt!) Über „große“ Lebensthemen schreiben,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fichtenkamm-Barde< Rosmarie', '']]",Projekt,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290290&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
52,"Diskussionsgruppe ""Die Zukunft unserer Gesellschaft""",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,SoSe 2020,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=296376&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
53,Wissenschaftliches Denken und die Bedeutung von Erfahrung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Baier< Ulrich < M. A.', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290282&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
54,Studienmethoden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],E-Learning,,SoSe 2020,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=307299&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
55,Lebenslagen und Erinnerungen – Interviews führen mit Älteren,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=298654&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
56,Kann man Kommunikation lernen? Bausteine in Theorie und Praxis,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Stieß-Westermann< Angelika< Dr.', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290287&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
57,Grundlegende Suchtechniken und Literaturrecherche im Internet,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', ''], ['Weimann< Hans-Joachim', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290288&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
58,Grundlagen des wissenschaftlichen Arbeitens,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290289&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
59,Gedächtnistraining- Merktechniken- Lern-Methoden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Seminar mit Übung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290298&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
60,(Entfällt!) Erstellen von wissenschaftlichen Arbeiten mit MS Word und MS PowerPoint,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=296098&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
61,Krankengeschichten aus meiner Zeit,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hach< Wolfgang< Prof. Dr.', '']]",Vorlesung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=308498&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
62,Geriatrie – Medizin im höheren Lebensalter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290254&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
63,(Entfällt!) Erkrankungen des Gehirns und des Nervensystems bei Kindern: Diagnose und Therapie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=296306&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
64,Lebenswelten – Wasserwelten,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Winter (FB 15)< Christian< Prof. Dr.', '']]",Vorlesung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=307375&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
65,Was trägt die Ernährungswissenschaft für unser Leben bei?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290277&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
66,Tutorium für Naturwissenschaften: Biologie und Chemie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reinhardt< Ellen', '']]",Tutorium,,SoSe 2020,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290303&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
67,Was die Welt im Innersten zusammenhält,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Vorlesung,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290224&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
68,Vortragsreihe in Kooperation mit dem Physikalischen Verein: Kosmologie in der Krise. Wie schnell expandiert das Universum?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Deiss< Bruno Martin< Apl. Prof. Dr.', '']]",Vorlesung,,SoSe 2020,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=299463&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
69,Regenerative Energieversorgung: Grundlagen und Techniken,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Engemann< Detlef< Dr.', '']]",Vorlesung mit Seminar,,SoSe 2020,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=290304&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
