,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
10,Einführung in die statistische Datenanalyse mit SPSS,['Weitere Studienangebote'],['Methodenzentrum Sozialwissenschaften'],[],[],Kurs/Workshop,,WiSe 2024/25,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=401086&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
11,Die Konstruktivistische Grounded Theory Methodologie - Forschen mit Varianten der GTM,['Weitere Studienangebote'],['Methodenzentrum Sozialwissenschaften'],[],[],Kurs/Workshop,,WiSe 2024/25,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=400936&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
12,Theorie und Praxis des Sports mit Älteren,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Sedlak< Duro', '']]",Kurs/Workshop,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=387751&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
13,Sturzprävention im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['keine öffentliche Person', '']]",Kurs/Workshop,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=396228&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
14,Kognition und Sport im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bello< Fabio', '']]",Kurs/Workshop,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381531&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
15,Tutorium für Naturwissenschaften: Biologie und Chemie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reinhardt< Ellen', '']]",Tutorium,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381701&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
16,Im Fokus: die Alten Europas. Spurensuche im Dialog.,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],[],Projekt,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=389645&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
17,"Diskussionsgruppe ""Die Zukunft unserer Gesellschaft""",['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['keine öffentliche Person', '']]",Arbeitsgemeinschaft,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381660&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
18,Austausch und Diskussion,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Winckler< Anne< Dr.', '']]",Projekt,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381675&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
19,Digitalisierung – technische und gesellschaftliche Entwicklungen (Projektgruppe Enigma),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Projekt,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381685&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
20,Autobiografisches Schreiben,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fichtenkamm-Barde< Rosmarie', '']]",Projekt,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381680&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
21,Autobiografisches Schreiben: Schlüsselereignisse in der Lebensmitte,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Messer< Mechthild', '']]",Projekt,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381674&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
22,Projektgruppe „Debattieren an der U3L“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381665&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
23,Videokonferenzen einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381661&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
24,Lern- und Studien-Methoden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=391792&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
25,Grundlegende Suchtechniken und Literaturrecherche im Internet,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', ''], ['Weimann< Hans-Joachim', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381667&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
26,OLAT einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381670&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
27,Psychotherapie – was ist das eigentlich?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Jordan< Jochen< Prof. Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=388284&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
28,Geriatrische Medizin – was ist anders?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381643&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
29,(Entfällt!) Theorien des Alterns,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381636&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
30,"Von Schwärmen, Herden, Kolonien – Dem Geheimnis von Tierkollektiven auf der Spur",['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Winter (FB 15)< Christian< Prof. Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381645&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
31,Ökologie und Evolutionsbiologie der Menschen – sind wir schlecht angepasst?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Streit< Bruno< Prof. Dr.', '']]",Vorlesung mit Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381370&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
32,Chemiegeschichte(n) – geschüttelt und gerührt – Wissenschaft in der Küche,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schwab< Gabriele< Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381625&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
33,"Chemiegeschichte(n) – Elemente, die Bausteine unserer Welt",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schwab< Gabriele< Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381624&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
34,Wie lang ist das? Geschichte der Messung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381627&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
35,"Regenerative Energieversorgung, Grundlagen und Anwendungen",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Engemann< Detlef< Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381697&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
36,Die Elemente des Euklid – eine Inspiration für die Mathematik und darüber hinaus,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Heislbetz< Hans Peter< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=388141&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
37,Das Euklid-Gen der Mathematik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ströter< Berthold< Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=388134&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
38,Warum Märchen? Zur Geschichte eines literarischen Genres,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381572&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
39,"Verbrechen und Kriminalitätsdiskurse in deutschsprachiger Literatur, Bühnenwerk, Musik und Film",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Alsleben-Baumann< Claudia< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381579&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
40,Thomas Manns Roman „Königliche Hoheit“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381560&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
41,Theater und Religion,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hennies< Astrid', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381633&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
42,Santa Evita: Der Fall Eva Perón,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381581&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
43,"Neue Bücher, alte Fragen",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381566&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
44,Nähe und Distanz. Schriftsteller und die Macht in der spanischen Literatur des 17. Jahrhunderts,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['von Kalnein< Albrecht< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381427&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
45,Kurzgeschichten aus Subsahara-Afrika,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Seiler-Dietrich< Almut< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381575&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
46,Ice Age – Wenn's Winter wird im Kino,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Mispagel< Nathalie< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381568&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
47,Francesco Petrarca: Sonette an Madonna Laura,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381641&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
48,Die Wiener Moderne,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schwidtal< Michael< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381547&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
49,"Carl Sternheim, Meistersatiriker",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381550&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
50,"Staunen: Wahn, Wunder, Wow-Effekt",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehrs< Elke< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381570&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
51,"Körper, Ritual und Theater",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Krasberg< Ulrike< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381489&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
52,Die Nation in der (Post-)Moderne,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Krasberg< Ulrike< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=386294&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
53,So sie‘s nicht singen sie gleuben´s nicht! – Zur Geschichte des Kirchenliedes,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Föller< Helmut< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=387324&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
54,Operngeschichten von Orpheus bis Orlando,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=391793&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
55,Musik des Frühbarock in Italien und Deutschland,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bierbach< Christine< Prof. Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381442&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
56,Lieder – eine so große Vielfalt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bartel< Helmut< Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381626&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
57,"„Was allgemein als hässlich bezeichnet wird, kann in der Kunst zu großer Schönheit werden.“ (Rodin) Bildbetrachtungen zur Ästhetik des Hässlichen.",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381586&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
58,Vom „Ranking“ der Bilder – Bildhierarchien und Publikumsresonanz,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381301&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
59,Über die (Hand-)Zeichnung,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Schütz< Otfried< Prof. Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=388123&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
60,"Siegel, Steine, Seide, Papier und Münzen: Ästhetik des Alltags in Alt-China",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Simon< Rainald< Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381621&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
61,Seminarreihe: Einmal rund um Europa. Architektonische Stadtportraits II,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=391794&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
62,Kunstgeschichte der Druckgraphik (Teil II),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Sonnabend< Martin< Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=382347&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
63,Karten in der Kunst der Moderne und Postmoderne,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hildebrand-Schat< Viola< Apl. Prof. Dr.', ''], ['Scherb< Johanna< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381583&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
64,"Jenseits der Leinwand: wann, wie, wo und warum Kunst zu Kunst wird",['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gröndahl< Peter< Dr.', '']]",Vorlesung,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381604&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
65,Flowers Forever. Blumen als Motiv und Symbol in der Gegenwartskunst (Teil 2),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381538&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
66,Die Stadt wird Metropole – Entwicklungen und Wege im 18. Jahrhundert,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,,WiSe 2024/25,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=381539&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
