,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
2848,Biochemie und Molekularbiologie Teil 2,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],[],"[['Knapp< Stefan< Univ.-Prof. Dr.', '']]",Vorlesung,46 - Biochemische Grundlagen der Arzneistoffwirkung,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373254&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2849,Biochemie und Molekularbiologie Teil 1,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],[],"[['Sorg< Bernd< Dr.< Akad. Oberrat', '']]",Vorlesung,40 - Biochemische Grundlagen der Arzneistoffwirkung,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373251&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2850,Arzneistoffanalytik unter besonderer Berücksichtigung der Arzneibücher (Qualitätskontrolle und -sicherung bei Arzneistoffen) und der entsprechenden Normen für Medizinprodukte,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],"[['Steinhilber< Dieter< Univ.-Prof. Dr.', 'verantwortlich']]","[['Kahnt (Fischer)< Astrid< Dr.', ''], ['Tawab< Mona< Apl. Prof. Dr.', '']]",Praktikum,43,SoSe 2024,6.4,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373256&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2851,Arzneistoffanalytik unter besonderer Berücksichtigung der Arzneibücher (Qualitätskontrolle und -sicherung bei Arzneistoffen) und der entsprechenden Normen für Medizinprodukte,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],"[['Steinhilber< Dieter< Univ.-Prof. Dr.', 'verantwortlich']]","[['Kahnt (Fischer)< Astrid< Dr.', 'begleitend'], ['Tawab< Mona< Apl. Prof. Dr.', '']]",Seminar,43 - Arzneistoffanalytik,SoSe 2024,1.6,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373255&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2852,"Arzneimittelanalytik, Drug-Monitoring, toxikologische und umweltrelevante Untersuchungen Teil 1","['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],"[['Steinhilber< Dieter< Univ.-Prof. Dr.', 'verantwortlich']]","[['Hofmann< Bettina< Dr.', '']]",Seminar,44,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373248&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2853,"Arzneimittelanalytik, Drug-Monitoring, toxikologische und umweltrelevante Untersuchungen Teil 1","['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],"[['Steinhilber< Dieter< Univ.-Prof. Dr.', 'verantwortlich']]","[['Hofmann< Bettina< Dr.', '']]",Praktikum,44,SoSe 2024,8,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373247&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2854,Pharmakologisch-toxikologischer Demonstrationskurs,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmakologie und Klinische Pharmazie'],"[['Metzner< Katharina< Dr.', 'verantwortlich'], ['Schmidtko< Achim< Prof. Dr. Dr.', 'verantwortlich']]","[['Lu< Ruirui< Dr.', '']]",Seminar,52 - Pharmakolog.-toxikolog. Demonstrationskurs für Studenten der Pharmazie,SoSe 2024,6,"4,5",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372771&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2855,Grundlagen der Arzneiformenlehre,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Technologie'],[],"[['Schiller< Stefan< Prof. Dr.', '']]",Vorlesung,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372149&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2856,Pharmazeutische/Medizinische Chemie III,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],"[['Steinhilber< Dieter< Univ.-Prof. Dr.', 'verantwortlich']]",[],Vorlesung (Hauptveranstaltung),"38, 48, 60, 72 - Pharm. Chemie III",SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373276&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2857,Einführungsseminar II für Masterstudierende,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],[],[],Seminar,I,SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373266&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2858,Einführungsseminar I für Masterstudierende,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],[],"[['Hofmann< Bettina< Dr.', '']]",Seminar,I,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373262&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2859,Vorstellung Wahlpflichtfach,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['Meyer< Claus< Dr.', '']]",Einzeltermin,,SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372038&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2860,Sommerschule 2024,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],[],Exkursion,,SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372012&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2861,Praktikum Physikalische Chemie für Pharmazeuten (Physikalisch-chemische Übungen),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Physikalische und Theoretische Chemie'],"[['Barth< Hans-Dieter< Dr.', 'verantwortlich']]",[],Praktikum,18,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372952&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2862,Physikalisches Praktikum für Studierende der Pharmazie,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie', 'Lehrveranstaltungen des Fachbereichs 13 - Physik']","['Institut für Angewandte Physik', 'Physikalisches Institut']","[['Krellner< Cornelius< Prof. Dr.', 'verantwortlich'], ['Tiede< Rudolf< Dr.', 'verantwortlich']]",[],Praktikum,,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372920&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2863,Mathematische und statistische Methoden für Pharmazeuten,"['Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Stochastik'],[],"[['Hermann< Felix< Dr.', '']]",Vorlesung mit Übung,,SoSe 2024,4,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=370705&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2864,Klausur Mathematische und statistische Methoden für Pharmazeuten,"['Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Stochastik'],[],"[['Hermann< Felix< Dr.', '']]",Klausur,,SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=370939&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2865,Einführung in die Physik für Studierende der Pharmazie: Ergänzungen und Übungen zur Vorlesung,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie', 'Lehrveranstaltungen des Fachbereichs 13 - Physik']",['Institut für Kernphysik'],[],"[['Bräuning< Harald< Priv. Doz. Dr.', ''], [""Toia< Alberica< Prof'in. Dr."", '']]",Übung,,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372121&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2866,Pharmakoökonomie und -epidemiologie,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmakologie und Klinische Pharmazie'],"[['Happich< Michael< Dr.', 'verantwortlich'], [""Oppermann< Sina< Univ.-Prof'in Dr."", 'verantwortlich']]","[['Treier< Siegfried< Dr.', 'begleitend']]",Vorlesung mit Seminar,66 - Klinische Pharmazie - Pharmakoökonomie und -epidemiologie,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372772&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2867,Krankheitslehre und Pharmakotherapie I,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmakologie und Klinische Pharmazie'],"[[""Oppermann< Sina< Univ.-Prof'in Dr."", 'verantwortlich']]","[['Rexroth< Gunter< Dr.', 'begleitend']]",Vorlesung,56 + 57 - Krankheitslehre und Pharmakotherapie I,SoSe 2024,4,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372769&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2868,Klinische Pharmazie I - Pharmakokinetik und Dosisoptimierung,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmakologie und Klinische Pharmazie'],[],"[[""Oppermann< Sina< Univ.-Prof'in Dr."", '']]",Seminar,67a,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372770&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2869,Klinische Pharmazie II - Pharmazeutische Betreuung,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmakologie und Klinische Pharmazie'],"[[""Oppermann< Sina< Univ.-Prof'in Dr."", 'verantwortlich']]","[['Bungardt< Edwin< Dr.', '']]",Seminar,67b,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372760&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2870,Kursus der Physiologie,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmakologie und Klinische Pharmazie'],"[['Schmidtko< Achim< Prof. Dr. Dr.', 'verantwortlich'], ['Kallenborn-Gerhardt< Wiebke< Dr.', 'verantwortlich']]",[],Seminar,34 - Kursus der Physiologie für Studenten der Pharmazie,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372773&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2871,Qualitätssicherung bei der Herstellung und Prüfung von Arzneimitteln,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Technologie'],[],"[['Saal< Christoph< Priv. Doz. Dr.', '']]",Seminar,62,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372153&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2872,"Pharmazeutische Technologie einschl. Medizinprodukte I, II, III","['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Technologie'],[],"[[""Windbergs< Maike< Univ.-Prof'in Dr."", '']]",Vorlesung,"49, 58, 70 - Pharm Tech",SoSe 2024,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372143&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2873,Pharmazeutische Technologie einschl. Medizinprodukte,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Technologie'],"[[""Windbergs< Maike< Univ.-Prof'in Dr."", 'verantwortlich']]","[['Planz< Viktoria< Dr.', 'begleitend']]",Seminar mit Praktikum,64,SoSe 2024,14,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372145&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2874,ONLINE Spezielle Rechtsgebiete für Apotheker,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Technologie'],[],"[['Binger< Michael< Hon. Prof. Dr.', '']]",Seminar,,SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372152&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2875,Arzneiformenlehre,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Technologie'],"[['Schiller< Stefan< Prof. Dr.', 'verantwortlich']]",[],Seminar mit Praktikum,19,SoSe 2024,5,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372150&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2876,Anleitung zum selbständigen wissenschaftlichen Arbeiten für Doktoranden,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['Marschalek< Rolf< Univ.-Prof. Dr.', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371940&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2877,Wahlpflichtfach Arzneimittel-Versorgungsforschung,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[[""Bachmeier< Beatrice< Prof'in. Dr."", '']]",Seminar,,SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371933&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2878,Tutorial Pharmazeutische Biologie: Arzneipflanzen (Phytopharmazie),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[[""Bachmeier< Beatrice< Prof'in. Dr."", ''], ['Zündorf< Ilse< Dr.', '']]",Tutorium,"47,59,71 - Pharmazeutische Biologie II",SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=385643&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2879,Pharmazeutische Biologie III (Biologische und phytochemische Untersuchungen),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],"[[""Bachmeier< Beatrice< Prof'in. Dr."", 'verantwortlich'], ['Marschalek< Rolf< Univ.-Prof. Dr.', 'verantwortlich']]","[['Meyer< Claus< Dr.', 'begleitend']]",Seminar mit Praktikum,65,SoSe 2024,6,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372008&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2880,Pharmazeutische Biologie: Biotechnologie (Molekulare Biotechnologie),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['Marschalek< Rolf< Univ.-Prof. Dr.', '']]",Vorlesung,"47,59,71 - Pharmazeutische Biologie II",SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=379883&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2881,"ONLINE, asynchron: Pharmazeutische Biologie: Arzneipflanzen (Phytopharmazie)","['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],[],Vorlesung,"47,59,71 - Pharmazeutische Biologie II",SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=385642&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2882,"Immunologie, Impfstoffe und Sera","['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['Marschalek< Rolf< Univ.-Prof. Dr.', '']]",Vorlesung,41,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=379884&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2883,"Biogene Arzneimittel (Phytopharmaka, Antibiotika, gentechnisch hergestellte Arzneimittel)","['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],"[['Zündorf< Ilse< Dr.', 'verantwortlich']]",[],Seminar,75 - Biogene Arzneimittel,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371937&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2884,Zytologische und histochemische Grundlagen der Biologie,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['Marschalek< Rolf< Univ.-Prof. Dr.', ''], ['Meyer< Claus< Dr.', '']]",Seminar mit Praktikum,29 - Zytologische und histochemische Grundlagen der Biologie,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372011&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2885,Systematische Einteilung der pathogenen und arzneistoffproduzierenden Organismen Teil 2 (Pflanzensystematik),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['Zündorf< Ilse< Dr.', '']]",Vorlesung,24 - Pflanzen-Systematik,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371939&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2886,Systematische Einteilung der pathogenen und arzneistoffproduzierenden Organismen Teil 1b (Pilze und Parasiten),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['Marschalek< Rolf< Univ.-Prof. Dr.', '']]",Vorlesung,02 - Mikrobiologie und Parasitologie,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373649&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2887,Systematische Einteilung der pathogenen und arzneistoffproduzierenden Organismen Teil 1a (Viren und Bakterien),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['Zündorf< Ilse< Dr.', '']]",Vorlesung,,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373647&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2888,Pharmazeutische Biologie I (Untersuchungen arzneistoffproduzierender Organismen),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],"[['Zündorf< Ilse< Dr.', 'verantwortlich']]",[],Seminar mit Praktikum,30 - Pharmazeutische Biologie I,SoSe 2024,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372004&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2889,Pharmazeutische Biologie II (Pflanzliche Drogen) SoSE,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],"[['Zündorf< Ilse< Dr.', 'verantwortlich']]",[],Seminar mit Praktikum,35 - Pharmazeutische Biologie II,SoSe 2024,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372002&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2890,Mikrobiologischer - virologischer Kurs für Studenten der Pharmazie + Vorlesung,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],"[['Brandt< Claudia< Priv. Doz. Dr.', 'verantwortlich']]",[],Vorlesung mit Praktikum,31,SoSe 2024,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372009&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2891,Mikrobiologie (zum Praktikum im März 2024),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['Zündorf< Ilse< Dr.', '']]",Klausur,31,SoSe 2024,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=372037&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2892,"Arzneipflanzenexkursionen, Bestimmungsübung (2. Semester)","['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['keine öffentliche Person', ''], ['Zündorf< Ilse< Dr.', '']]",Seminar mit Praktikum,"11 - Arzneipflanzenexkursionen, Bestimmungsübung",SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=386704&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2893,"Arzneipflanzenexkursionen, Bestimmungsübung (1. Semester)","['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['keine öffentliche Person', ''], ['Zündorf< Ilse< Dr.', '']]",Seminar mit Praktikum,"11 - Arzneipflanzenexkursionen, Bestimmungsübung",SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=386703&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2894,Allgemeine Biologie für Pharmazeuten Teil 1 (Genetik),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Biologie'],[],"[['Marschalek< Rolf< Univ.-Prof. Dr.', '']]",Vorlesung,16,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=371935&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2895,Klinische Chemie (Teil von Biochemische Untersuchungsmethoden),"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],"[['Knapp< Stefan< Univ.-Prof. Dr.', 'verantwortlich']]","[['Klosson< Rupert Johannes< Dr. Dr.', 'begleitend'], ['Sorg< Bernd< Dr.< Akad. Oberrat', 'begleitend']]",Praktikum,53,SoSe 2024,5.6,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373271&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2896,Grundlagen der Klinischen Chemie und der Pathobiochemie,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],"[['Klosson< Rupert Johannes< Dr. Dr.', 'verantwortlich']]","[['Sorg< Bernd< Dr.< Akad. Oberrat', 'begleitend']]",Vorlesung,45,SoSe 2024,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373267&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2897,"Arzneimittelanalytik, Drug-Monitoring, toxikologische und umweltrelevante Untersuchungen Teil 2","['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],"[['Steinhilber< Dieter< Univ.-Prof. Dr.', 'verantwortlich']]","[['Häfner< Ann-Kathrin< Dr.', '']]",Seminar,74,SoSe 2024,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373249&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2898,"Quantitativen Bestimmung von Arznei-, Hilfs- und Schadstoffen (unter Einbeziehung von Arzneibuchmethoden)","['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],"[['Proschak< Eugen< Prof. Dr.', 'verantwortlich']]","[['Proschak< Anna< Dr.', 'begleitend']]",Seminar mit Praktikum,"17 - Seminare zur Quantitativen Bestimmung von Arznei-, Hilfs- und Schadstoffen",SoSe 2024,10,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373275&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
2899,Pharmazeutische/Medizinische Chemie II,"['Lehrveranstaltungen des Fachbereichs 14 - Biochemie, Chemie und Pharmazie']",['Institut für Pharmazeutische Chemie'],[],"[['Kahnt (Fischer)< Astrid< Dr.', ''], ['Tawab< Mona< Apl. Prof. Dr.', '']]",Vorlesung,37 - Arzneistoffanalytik,SoSe 2024,2,"OLAT-Kurs Staatsexamen
OLAT-Kurs Master",https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=373279&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
