,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
118,Bitte beachten: Seminartage vor Ort für Lehramt - dieser Kurs findet im SoSe 2023 nicht statt,"['Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Physische Geographie'],"[['Tillmann< Alexander< Apl. Prof. Dr.', 'verantwortlich'], ['Wunderlich< Jürgen< Univ.-Prof. Dr.', 'verantwortlich']]",[],Seminar,"L2: GeoL2-4b,  L3: GeoL3-7b,  L5: GeoL5-4b",SoSe 2023,2,4,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=350901&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
119,Biologische Vielfalt und Bevölkerungsdynamik im Anthropozän,"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 3 - Gesellschaftswissenschaften', 'Lehrveranstaltungen des Fachbereichs 11 - Geowissenschaften / Geographie']",['Soziologie mit dem Schwerpunkt Industrie- und Organisationssoziologie'],[],"[['Hummel< Diana< Apl. Prof. Dr.', ''], [""Schneider< Flurina< Prof'in. Dr."", '']]",Seminar,"SOZ-MA-6, SOZ-MA-8, PT-MA-5c, IS14-MA-7a, IS-MA-7GW, IS-MA-7UKE, MA Umweltwissensch.: UW-SÖ2/B, GS-BA-6, SOZ15-BA-SP",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=354979&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
120,Biogeographie des Globalen Wandels (Ökologie des Globalen Wandels),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 11 - Geowissenschaften / Geographie']",['Institut für Physische Geographie'],"[['Feurdean< Angelica< Dr.', 'verantwortlich']]",[],Seminar,WP GEO-BSc4c - 4,SoSe 2023,2,3,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=350115&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
121,Angewandte Biogeographie,"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 11 - Geowissenschaften / Geographie']",['Institut für Physische Geographie'],"[['Irl< Severin< Univ.-Prof. Dr.', 'verantwortlich'], ['Eibes< Pia< Dr.', 'verantwortlich']]",[],Seminar mit Exkursion,WP GEO-M.Sc.-Biogeo1 - 2-4,SoSe 2023,4,4,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=350967&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
122,Sommerfest Schreibzentrum,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Einzeltermin,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=368104&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
123,Schreibzentrum: Zeitmanagement für Schreibprojekte,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357212&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
124,Schreibzentrum:  Writing Effective Essays,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357210&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
125,Schreibzentrum: Wissenschaftliches Schreiben für Anfänger*innen (ab 1. Semester),['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Tutorium,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357154&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
126,Schreibzentrum: Vom Lesen zum Schreiben kommen,['Weitere Studienangebote'],['Schreibzentrum'],[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357227&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
127,Schreibzentrum: The Writer's Process for Advanded Students,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357202&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
128,Schreibzentrum: Thesis Writers' Group - English,['Weitere Studienangebote'],['Schreibzentrum'],[],[],Tutorium,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357156&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
129,Schreibzentrum: The Research Process for Advanced Students,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357200&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
130,Schreibzentrum: Texte überarbeiten: Struktur und Inhalt,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357241&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
131,Schreibzentrum: Texte überarbeiten: Sprache und Stil,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357257&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
132,Schreibzentrum: Style in English Academic Writing,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357161&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
133,Schreibzentrum: Sicher formulieren in wissenschaftlichen Texten,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Tutorium,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357159&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
134,Schreibzentrum: Schreib-und Lesemethoden für Tutor*innen,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357259&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
135,Schreibzentrum: Schreibstrategien für kreative Texte,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357163&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
136,Schreibzentrum: Schreibstrategien für akademische Texte,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357162&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
137,Schreibzentrum: Schreiben für Social Media,['Weitere Studienangebote'],['Schreibzentrum'],[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357170&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
138,Schreibzentrum: Schreiben fürs Marketing – mit Deinen kreativen Texten überzeugen“.,['Weitere Studienangebote'],['Schreibzentrum'],[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357208&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
139,Schreibzentrum: Schreiben für die Presse- und Öffentlichkeitsarbeit – mit Deinen Texten auf den Punkt informieren,['Weitere Studienangebote'],['Schreibzentrum'],[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357205&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
140,Schreibzentrum: Practical Approaches to the Revision Process,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357228&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
141,Schreibzentrum: Plots für kreative Texte entwickeln (Literaturzeitschrift Johnny),['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357165&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
142,Schreibzentrum: Moderierte  Schreibgruppe für Abschlussarbeiten,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Tutorium,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357155&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
143,Schreibzentrum: Literatur recherchieren und bewerten,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357224&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
144,Schreibzentrum: Kreative Texte lektorieren,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357214&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
145,Schreibzentrum Journalistisches Schreiben - Print (ab 4. Semester),['Weitere Studienangebote'],['Schreibzentrum'],[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357206&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
146,Schreibzentrum Journalistisches Schreiben - Online,['Weitere Studienangebote'],['Schreibzentrum'],[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357207&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
147,Schreibzentrum Journalistisches Schreiben Hörfunk: Schreiben fürs Sprechen,"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien']",['Schreibzentrum'],[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357171&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
148,Schreibzentrum: Hausarbeiten für Anfänger*innen,['Weitere Studienangebote'],['Schreibzentrum'],[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357229&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
149,Schreibzentrum: Hausarbeiten für Anfänger*innen,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357216&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
150,Schreibzentrum: Grundlagen akademischer Argumentation,['Weitere Studienangebote'],['Schreibzentrum'],[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357203&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
151,Schreibzentrum: Grammatik und Stil in wissenschaftlichen Texten,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357240&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
152,Schreibzentrum: Gemeinsam im Schreibfluss bleiben,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357239&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
153,Schreibzentrum: Fragestellungen entwickeln,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357211&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
154,Schreibzentrum: Feedbackmethoden für studentische Texte,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357258&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
155,Schreibzentrum: Creativity as an Approach to Academic Writing,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357215&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
156,Schreibzentrum: Bloggen für Geisteswissenschaftler*innen,['Weitere Studienangebote'],['Schreibzentrum'],[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357209&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
157,Schreibzentrum: Ausbildungsabschlusstreffen,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Sonstige Veranstaltung,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=370512&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
158,Schreibzentrum: Argumentative Strukturierung wissenschaftlicher Texte,['Weitere Studienangebote'],"['Schreibzentrum', 'Hörsaalverwaltung Westend']",[],[],Kurs/Workshop,,SoSe 2023,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357213&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
159,Skandinavische Naturlyrik (Skand 3.2- 11 / Sk 3.2- Sk11.2),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften']",['Institut für Skandinavistik'],[],"[[""Felcht< Frederike< Prof'in. Dr."", '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349660&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
160,Norwegisch IV (Skand5.3.2 / Sk5.3.2),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien']",['Institut für Skandinavistik'],[],"[['Børdahl< Espen < Cand. Philol.', '']]",Seminar,,SoSe 2023,4,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356832&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
161,Norwegisch II (Skand4.3.2 / Sk4.3.2),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften']",['Institut für Skandinavistik'],[],"[['Børdahl< Espen < Cand. Philol.', '']]",Seminar,,SoSe 2023,4,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349509&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
162,Das ist ja ein Ding! Dinge in der altnordischen Literatur. (Skand8.1- 8.2- 10.1- 10.2- 11 / Sk8.1- 8.2- 10.1- 10.2- 11.2 / Sk.MA 1.1- 2.1- 2.2- 3.1- 3.2- 6),"['Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften']",['Institut für Skandinavistik'],[],"[['Schulz< Katja< Dr.', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=350243&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
163,Dänisch II (Skand4.2.2- Skand11 / Sk4.2.2- Sk11.2/Sk.MA.6),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften']",['Institut für Skandinavistik'],[],"[['Hastenplug< Anne Marlene < Cand. mag.', '']]",Seminar,,SoSe 2023,4,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=353290&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
164,Traduzione C1/strategie C1 (L3 2018 Q-F:1 / MARL 6+7/MA RLK 4:1 /MA It 7 /BA ROM FS:1- 2),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Giaimo Patronas< Cristina < Dott.ssa', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356151&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
165,Traduzione B2/mediazione e redazione B2.2 (BA ROM 2010 Q-1 IT:2- Q-6:4- Q-7:4- Q-2IT NF:2- Q-5NF- Q-6NF / BA ROM FS 1- FS 2:/ L3 2018 A-F:3),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Giaimo Patronas< Cristina < Dott.ssa', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356150&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
166,Theorien und Methoden der Literaturwissenschaft (für alle sprachlichen Schwerpunkte) (BA 2018 HF Q-2b:1- BA 2018 NF Q-2b NF:1- BA 2010 HF Q-4:1- BA 2010 NF Q-3:2 NF- L3 FR/ES/ITQ-L:1),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Estelmann< Frank< Priv. Doz. Dr.', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356172&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
167,Storia culturale e sociale C1: La storia al cinema (L3 2018 Q-F:2 / MARL 6+7/MA RLK 4:2/MA It 7/BA ROM FS1- 2),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Giaimo Patronas< Cristina < Dott.ssa', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356152&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
168,Sempé im Französischunterricht (L2 FR Q-DF: 1- 2-  L3 FR Q-D:1- 2),"['Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Ißler< Roland< Univ.-Prof. Dr.', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356794&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
169,Poetisas españolas del barroco a nuestros días (BA 2018 HF+NF Q-2a:1 und Q-2a:2- L3 ES A-L:1 und A-L:2),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Diz Vidal< Martín', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349609&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
170,Meerjungfrauen- Klimakatastrophen und Posthumanismus im Werk von Laura Pugno: Interpretations- und Übersetzungswerkstatt (BA 2018 HF Q-2c- BA 2018 NF Q-2b:3 NF- BA 2010 HF Q-6:1- BA 2010 NF Q-5:6 NF-  L3 IT Q-L:3- MA RLK 1:2- MA-RLK-2.1),"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],"[[""Ott< Christine< Univ.-Prof'in Dr."", '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356203&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
171,Mediación y redacción de textos B2.2. [BA ROM 2010 HF Q-6:3- Q-7:3 ES- BA ROM 2010 NF Q-5:2- Q-6:2 ES- BA ROM 2018 Q-1b:1 ES- Q-4:3 ES],"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Diz Vidal< Martín', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349538&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
172,Kontextsensibler Spanischunterricht (L3 ES A-D: 1- A-D:2),"['Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Strathmann< Jochen< Priv. Doz. Dr.', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356793&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
173,Kompetenzentwicklung im Italienischunterricht 2 (L3 IT A-D:2),"['Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],[],Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356248&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
174,Kompetenzentwicklung im Italienischunterricht 1 (L3 IT A-D:1),"['Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],[],Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356247&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
175,Kolloquium für Examenskandidatinnen und -kandidaten (L2 FR Q-DF: 1- L2 FR Q-DF:2- L3 FR/IT Q-D : 1- Q-D:2- L3 ES Q-D:1),"['Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Ißler< Roland< Univ.-Prof. Dr.', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356795&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
176,iPoetízate! Taller de escritura creativa [L3 ES A-F:3- BA ROM 2018 Q-1b:1 ES- Q-4:3 ES- FS:2],"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Diz Vidal< Martín', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=350004&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
177,Gramática y Redacción B2.2 [BA ROM 2018 ES Q-1b ES:2/BA ROM 2018 FS:1*/ MA MCTE 4:3/ MA RLK 4:1],"['Weitere Studienangebote', 'Lehrveranstaltungen des Fachbereichs 10 - Neuere Philologien']",['Institut für Romanische Sprachen und Literaturen'],[],"[['Muñoz-Aunión< Marta< Dr.', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=350116&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
178,Gamification im Italienischunterricht (L3 IT A-D:1- A-D:2 ),"['Weitere Studienangebote', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Institut für Romanische Sprachen und Literaturen'],[],[],Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356253&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
