,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
13,Kann man Kommunikation lernen? Bausteine in Theorie und Praxis,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Stieß-Westermann< Angelika< Dr.', '']]",Anleitung zum wiss. Arbeiten,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=354489&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
14,Grundlegende Suchtechniken und Literaturrecherche im Internet,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', ''], ['Weimann< Hans-Joachim', '']]",Anleitung zum wiss. Arbeiten,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349894&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
15,Gedächtnistraining – Merktechniken – Lernmethoden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Anleitung zum wiss. Arbeiten,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349893&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
16,(entfällt) Erstellen von wissenschaftlichen Arbeiten mit MS Word und MS PowerPoint,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349900&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
17,Prävention,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349843&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
18,Organveränderungen im Lebensverlauf,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349890&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
19,Interessantes und Wichtiges aus der Medizin,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hach< Wolfgang< Prof. Dr.', '']]",Vorlesung,,SoSe 2023,1,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=362136&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
20,Tutorium für Naturwissenschaften: Biologie und Chemie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reinhardt< Ellen', '']]",Tutorium,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349905&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
21,Mensch und Pflanze – eine 100.000-jährige Freundschaft,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[[""Meier< Iris< Prof'in."", '']]",Vorlesung,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=353764&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
22,Blüten- Pollen- Insekten und Samen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Winter (FB 15)< Christian< Prof. Dr.', '']]",Seminar mit Übung,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349891&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
23,Kennen Sie den 2. Hauptsatz der Wärmelehre?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Vorlesung,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349886&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
24,Entwicklung des Weltbildes der Physik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Maruhn< Joachim A.< Prof. Dr.', '']]",Vorlesung,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349846&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
25,(entfällt ab 05.05.2023) Erkenntnis jenseits der Intuition – Die Mathematik dringt in das Unvorstellbare vor,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ströter< Berthold< Dr.', '']]",Vorlesung,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349830&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
26,Energieversorgung ohne fossile Treibstoffe,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Engemann< Detlef< Dr.', '']]",Vorlesung mit Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349908&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
27,Astrobiologie,"['Lehrveranstaltungen des Fachbereichs 13 - Physik', 'Weitere Studienangebote']",['Institut für Theoretische Physik'],[],"[['Schaffner-Bielich< Jürgen< Apl. Prof. Dr.', '']]",Vorlesung mit Übung,VASTBIO,SoSe 2023,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=355037&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
28,Thomas Mann: --Bekenntnisse des Hochstaplers Felix Krull“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349815&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
29,Theoretische Grundlagen des zeitgenössischen Theaters,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hennies< Astrid', '']]",Vorlesung mit Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349915&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
30,Subsaharische Literatur aus der Diaspora,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Seiler-Dietrich< Almut< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349793&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
31,Spanische Literatur - Spannungen. Einblicke in einen europäischen Kulturraum,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['von Kalnein< Albrecht< Dr.', '']]",Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356206&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
32,Romantisierung oder postmoderne Parodie? Das Künstlertum in literatur- und kulturwissenschaftlich-intermedialer Perspektive,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Alsleben-Baumann< Claudia< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349799&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
33,Neue Bücher – Alte Fragen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349807&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
34,Italo Calvino: Drei kurze Romane,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Vorlesung,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349831&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
35,Ingeborg Bachmann,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349771&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
36,Homo fictus: Storytelling as a Need,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Andrijasevic< Janko< Prof. Dr.', '']]",Seminar,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357151&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
37,Guimarães Rosa: Die Freiheit der Sertão,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349764&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
38,E.T.A. Hoffmann und „die schwarze Romantik“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349825&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
39,Der Mythos in der Lyrik der Goethezeit,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schwidtal< Michael< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=351640&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
40,Deep Blue – Kino im Zeichen des Wassers,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Mispagel< Nathalie< Dr.', '']]",Seminar,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349838&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
41,„Gestatten Sie- dass ich liegen bleibe“ – ungewöhnliche Grabsteine und die Trauerkultur im Wandel,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehrs< Elke< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349809&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
42,Komponierende Frauen - mehr als man denkt!,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bartel< Helmut< Dr.', '']]",Vorlesung,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349837&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
43,(entfällt) Zeitgenössische Klassik. Stationen des modernen Musiktheaters,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349879&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
44,(entfällt) Das Musiktheater der Romantik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349861&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
45,Raffaels „Philosophenakademie“ – Erfindung- Adaption- Parodie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349805&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
46,Praxis und Theorie der Zeichnung: Renaissance,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Scherb< Johanna< Dr.', '']]",Vorlesung,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349773&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
47,Positionen zeitgenössischer Kunst in Afrika,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Seminar,,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=357198&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
48,Museumskunde,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hildebrand-Schat< Viola< Apl. Prof. Dr.', ''], ['Scherb< Johanna< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349751&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
49,Malerei und Bildhauerei in der Schweiz,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehner< Dieter Tino< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349768&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
50,Kunst im Team:  Von der Bildhauerwerkstatt im Mittelalter bis zum Chefkünstler im 20. Jahrhundert,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vortrag/Vortragsreihe/Gastvortrag,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=351987&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
51,Hoch hinaus! Vertikalität als ästhetische Erfahrung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349795&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
52,Griechische und römische Mythen in der Kunst,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hodske< Jürgen< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349803&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
53,(entfällt) Jenseits der Leinwand – wie Kunstrezeption funktioniert,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gröndahl< Peter< Dr.', '']]",Seminar,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349845&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
54,Die Stadt ist Stakkato – Die Stadt ist Stabilität – Macht Stadtluft wirklich frei?  Urbanität in Bild und Film,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349821&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
55,„Bausteine“ der Architekturgeschichte – Museumsbauten,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349775&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
56,Gedichte des Horaz mit epikureischer Thematik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Kolloquium,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=356209&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
57,Pflanzen und Tiere im Mythos,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Toalster< David< Dr.', '']]",Vorlesung,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349852&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
58,Niccolò Machiavelli,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Maaser< Michael< Priv. Doz. Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349860&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
59,Messe- Handel und Wirtschaft in Frankfurt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Meyer< Petra< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349786&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
60,Machtpolitik am Nil: Leben und Werk Sesostris' III.,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Vogel< Carola< Dr.', '']]",Vorlesung,",",SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349862&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
61,Luther – Müntzer – Bauernkriege,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Füllgrabe< Jörg< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349816&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
62,König – Kaiser – Papst. Die Päpste in „Kirche und Welt“ von Gregor VII. bis Bonifaz VIII.,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hehl< Ernst-Dieter< Prof. Dr.', '']]",Vorlesung,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349857&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
63,Götter – Gott – Nichts? Aspekte von Religiosität im historischen Reigen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Füllgrabe< Jörg< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349778&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
64,Globale Krisen und das Prokrustesbett des Nationalstaats in ihrer historischen Entfaltung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Roth< Ralf< Apl. Prof. Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349788&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
65,Geschichte Südosteuropas im 19. und 20. Jahrhundert,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gürtler< Christian< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=349801&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
66,Geschichte Preußens im wilhelminischen Kaiserreich 1871-1918,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gürtler< Christian< Dr.', '']]",Seminar,.,SoSe 2023,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=355410&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
