,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
10,DENTA im Aufbruch – Älterwerden in Europa forschend erkunden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330407&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
11,Autobiografisches Schreiben: Die besten Jahre,['Weitere Studienangebote'],"['Universität des 3. Lebensalters e.V. (U3L)', 'Hörsaalverwaltung Bockenheim']",[],"[['Messer< Mechthild', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330384&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
12,Videokonferenzen einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2022,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=342126&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
13,OLAT einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,SoSe 2022,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=342129&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
14,Grundlegende Suchtechniken und Literaturrecherche im Internet,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', ''], ['Weimann< Hans-Joachim', '']]",Anleitung zum wiss. Arbeiten,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330370&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
15,Grundlagen des wissenschaftlichen Arbeitens,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Anleitung zum wiss. Arbeiten,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330361&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
16,Gedächtnistraining- Merktechniken- Lern-Methoden,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller< Helmut-Gerhard', '']]",Anleitung zum wiss. Arbeiten,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330371&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
17,Erstellen von wissenschaftlichen Arbeiten mit MS Word und MS PowerPoint,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Anleitung zum wiss. Arbeiten,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330416&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
18,Wandel der Organsysteme im Lebensverlauf,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330393&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
19,Krankengeschichten aus meiner Zeit,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hach< Wolfgang< Prof. Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330360&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
20,Bedeutung und Funktion der Hormone,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330406&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
21,Vom Baum zum Wald- eine pflanzensoziologische Betrachtung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Winter (FB 15)< Christian< Prof. Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330372&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
22,Tutorium für Naturwissenschaften: Biologie und Chemie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reinhardt< Ellen', '']]",Tutorium,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330399&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
23,Schwärme- Herden- Kolonien,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gnatzy< Werner< Prof. Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=334790&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
24,Farben – eine historisch-chemische Betrachtung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schwab< Gabriele< Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=333929&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
25,Physik und Musik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330409&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
26,Physik- Methoden und Arbeitsweise,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Engemann< Detlef< Dr.', '']]",Vorlesung mit Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330394&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
27,Entwicklung des Weltbildes der Physik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Maruhn< Joachim A.< Prof. Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=334436&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
28,Berühmte und wichtige Gleichungen- die die Welt veränderten,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ströter< Berthold< Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330397&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
29,Zug um Zug – Mit der Eisenbahn durch die Filmgeschichte,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Mispagel< Nathalie< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330300&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
30,Weltanfang – Weltende – Und alles dazwischen!,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Füllgrabe< Jörg< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330355&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
31,Thomas Mann: „Lotte in Weimar“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330373&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
32,Theodor Fontane- Berliner Romane. Zur Rolle der Geschlechter (Teil II),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330312&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
33,Nicht nur Femmes Fatales... Von starken Frauen in Literatur- Bildender Kunst und Musik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Alsleben-Baumann< Claudia< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330359&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
34,Neue Bücher – Alte Fragen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330322&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
35,Literatur von Frauen aus Subsahara-Afrika,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Seiler-Dietrich< Almut< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330290&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
36,Geschichte des europäischen Theaters (Teil II),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hennies< Astrid', '']]",Vorlesung mit Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330411&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
37,Georg Büchner- Meisterdramatiker,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330301&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
38,Gabriel García Márquez: Macondo und Umgebung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330356&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
39,Erinnerungsorte – Zwischen Aachen und Speyer,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Füllgrabe< Jörg< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=335227&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
40,D. H. Lawrences Roman Women in Love,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Richards< Stephen< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330381&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
41,Alessandro Manzoni: Die Brautleute,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330375&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
42,Von Aphrodite zu Venus. Ein Götterbild im Wandel.,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Kelperi< Evangelia< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=333967&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
43,Das Grab Tutanchamuns – Chronik einer Entdeckung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Vogel< Carola< Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=334146&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
44,Dämonen- Geister und Fabelwesen. Zur Vorstellung des Dämons in der chinesischen Kultur,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Simon< Rainald< Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330367&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
45,Verdis Musiktheater,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330317&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
46,Die Künstleroper – Wandlungen und Formen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330413&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
47,Carl Maria von Weber - nicht nur der Freischütz!,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bartel< Helmut< Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330348&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
48,Zwischen Vermittlung und Vermarktung – wie der Kunstmarkt funktioniert,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gröndahl< Peter< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=334156&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
49,Vortragsreihe Kunst: Ikonen der Kunst des 20. Jahrhunderts (1915 bis 1971),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung,.,SoSe 2022,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330405&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
50,Vom Lachen geschüttelt - in Tränen zerflossen: Emotionen in der Kunst,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330336&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
51,Römische Kunst: Frühe und mittlere Kaiserzeit,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hodske< Jürgen< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330333&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
52,Mythos Dürer – eine Spurensuche,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330328&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
53,Kunst-Frauen: Frauen-Kunst?,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bußmann< Kerstin< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=337513&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
54,Francisco de Goya,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Scherb< Johanna< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330286&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
55,Einführung in die Architekturtheorie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330283&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
56,Einflüsse Italiens und Spaniens auf die europäische Malerei,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wehner< Dieter Tino< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330313&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
57,documenta 15: Welt-Kunst-Ausstellung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hildebrand-Schat< Viola< Apl. Prof. Dr.', ''], ['Scherb< Johanna< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=335011&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
58,Auf den zweiten Blick: Versteckte Kunstsammlungen fernab der öffentlichen Sammlungen in Europa,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Seminar,.,SoSe 2022,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=335941&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
59,Sport und Spiel- Kampf und Wettkampf in der Antike,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Toalster< David< Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330379&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
60,Orte deutscher Geschichte- Erinnerungskultur und nationale Identität,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gürtler< Christian< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330343&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
61,Lesung: Frankfurter Bürger und die Welt des 20. Jahrhunderts (Fortsetzung),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Roth< Ralf< Apl. Prof. Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=335064&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
62,Krieg in der Geschichte und Zukunft des Kriegs,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Roth< Ralf< Apl. Prof. Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330318&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
63,Grünes Frankfurt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Meyer< Petra< Dr.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330331&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
64,Geschichtsausflüge in Deutschland,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Becker< Mario < M. A.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330199&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
65,Frankfurt in der NS-Zeit,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Brandt< Robert < M. A.', '']]",Seminar,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330311&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
66,Europa im Zeitalter der Aufklärung,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Maaser< Michael< Priv. Doz. Dr.', '']]",Vorlesung,",",SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=334213&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
67,Die kaiserlichen Bauten – Rom und sein architektonisches Erbe,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Becker< Mario < M. A.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330354&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
68,Der Peloponnesische Krieg,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Toalster< David< Dr.', '']]",Vorlesung,.,SoSe 2022,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=330382&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
