,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
20,Entschlüsselt- entfremdet- entehrt? Biblische Gestalten und die Rezeption ihrer „Natur“ im Lichte von Literatur- Bildender Kunst und Musik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Alsleben-Baumann< Claudia< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320777&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
21,[Entfällt] Zur Soziologie des Lebenslaufs: Person- Lebenskarriere und moderne Gesellschaft,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hohm< Hans-Jürgen< Prof. Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320519&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
22,[Entfällt] Weltanfang – Weltende – Und alles dazwischen!,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Füllgrabe< Jörg< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320510&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
23,Der gelenkte Blick – Landschaftausblicke in italienischen Fresken zwischen Wahrheit und Wirklichkeit,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schmied-Hartmann< Petra< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320525&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
24,David Hume- Traktat über die menschliche Natur. Buch I,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Romanus< Eckhard< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325942&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
25,Das Seelenleben in der digitalen Welt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Köth< Alfred< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320585&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
26,Anerkennung ist nicht alles- aber ohne Anerkennung ist alles nichts...,"['Lehrveranstaltungen des Fachbereichs 4 - Erziehungswissenschaften', 'Weitere Studienangebote']",['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Müller-Commichau< Wolfgang< Prof. Dr.', '']]",Seminar (Blockveranstaltung),,WiSe 2021/22,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=326060&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
27,Theorie und Praxis des Sports mit Älteren,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Sedlak< Duro', '']]",Kurs/Workshop,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320507&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
28,Kognition und Sport im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Kurs/Workshop,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320508&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
29,[Entfällt] Sturzprävention im Alter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Kurs/Workshop,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325919&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
30,Projektgruppe Südosteuropa: „Brücke der Freundschaft – Brücke des Wissens“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Projekt,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321846&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
31,Projektgruppe „Debattieren an der U3L“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320715&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
32,Identität und autobiografisches Schreiben,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fichtenkamm-Barde< Rosmarie', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320722&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
33,Diskussionsgruppe „Die Zukunft unserer Gesellschaft“,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Arbeitsgemeinschaft,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321899&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
34,Der digitale Wandel – technische und gesellschaftliche Entwicklungen (Projektgruppe Enigma),['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Projekt,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320684&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
35,DENTA im Aufbruch,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Projekt,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=328112&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
36,Autobiografisches Schreiben: Stadt- Land- Fluss,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Messer< Mechthild', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325944&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
37,Videokonferenzen einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=329451&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
38,OLAT einfach erklärt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Wagner< Elisabeth< Dr.', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=329449&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
39,Grundlegende Suchtechniken und Literaturrecherche im Internet,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', ''], ['Weimann< Hans-Joachim', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320718&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
40,Erstellen von wissenschaftlichen Arbeiten mit MS Word und MS PowerPoint,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hartmann< Renate', '']]",Anleitung zum wiss. Arbeiten,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325837&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
41,Wandel der Organsysteme vom Säugling zum Senium,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320761&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
42,Krankengeschichten aus meiner Zeit,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hach< Wolfgang< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325800&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
43,[Entfällt] Naturwissenschaftlicher Journal Club. Wenn medizinische Populärwissenschaft nicht ausreicht,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320571&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
44,[Entfällt] Medizinische Notfälle im höheren Lebensalter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320747&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
45,Die etwas andere Welt der Sinne,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reetz< Klaus-Peter< Dr. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320731&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
46,Tutorium für Naturwissenschaften: Biologie und Chemie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Reinhardt< Ellen', '']]",Tutorium,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320688&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
47,[Präsenzveranstaltung entfällt] Schwärme- Herden- Kolonien,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gnatzy< Werner< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325990&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
48,Die Sinnesvielfalt vor einem stammesgeschichtlichen Hintergrund vergleichend betrachtet,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Winter (FB 15)< Christian< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320740&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
49,Biologische Psychologie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Gögelein< Heinz< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320759&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
50,Wahrheit und Beweis,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ströter< Berthold< Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320768&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
51,Physik und Philosophie,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320578&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
52,Energieversorgung in Zeiten des Klimawandels,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Engemann< Detlef< Dr.', '']]",Vorlesung mit Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320690&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
53,Die wundersame Welt der Quanten,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Ziegler< Alfred< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325794&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
54,Theodor Fontane- Berliner Romane. Zur Rolle der Geschlechter,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320561&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
55,[Präsenzveranstaltung entfällt] Ein Bruderzwist im Hause Mann,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Kimpel< Dieter< Prof. Dr.< Prof. i. R.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320775&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
56,Positionen der deutschen Romantik,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320505&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
57,[Onlineveranstaltung] Bildung und Sprache in der subsaharischen Literatur,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Seiler-Dietrich< Almut< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321790&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
58,[Online] Geschichte des europäischen Theaters,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Hennies< Astrid', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320727&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
59,Neue Bücher- alte Fragen,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Fink< Adolf< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320536&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
60,Giuseppe Tomasi di Lampedusa: Der Leopard,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Garcia Simon< Diana< Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320742&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
61,Engel im Film – (Nicht) Ganz von dieser Welt,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Mispagel< Nathalie< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320575&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
62,Das Kaiserreich in der Literatur,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Amos< Thomas< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320773&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
63,Lokal – global: Über Zukunftsperspektiven,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Krasberg< Ulrike< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320541&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
64,Kultur (an) der Grenze,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Schilling< Heinz< Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=325991&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
65,Tonmalerei und Klangfarbe. Biophonie und Naturdarstellung in der Oper,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320726&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
66,„So- wie es in Wirklichkeit geschieht...“ – Zu Giacomo Puccinis Opernwerk,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Abels< Norbert< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320532&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
67,Geistliche Musik – nicht nur in der Kirche,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],"[['Bartel< Helmut< Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320733&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
68,Vortragsreihe Kunst: Von Goya bis Gaudi – Ikonen des 19. Jahrhunderts als Wegbereiter der Moderne,['Weitere Studienangebote'],['Universität des 3. Lebensalters e.V. (U3L)'],[],[],Vortrag/Vortragsreihe/Gastvortrag,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=327279&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
