,Kursname,Fachbereich,Zugeordnete Einrichtungen,verantwortliche Lehrpersonen,Lehrpersonen,Veranstaltungsart,Kürzel,Semester,SWS,Credits,Link
839,Technik - Mensch - Gesellschaft,['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)'],['Institut für Didaktik der Mathematik und der Informatik (IDMI)'],[],"[['Dengel< Andreas< Prof. Dr.', '']]",Seminar,TMG,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=329649&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
840,Einführung in die Didaktik der Informatik 1 - Vorlesung  und Übung/L2- L3- L5,['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)'],['Institut für Didaktik der Mathematik und der Informatik (IDMI)'],[],"[['Dengel< Andreas< Prof. Dr.', '']]",Vorlesung,L2/L3/L5CS-EDI-1,WiSe 2021/22,2,3,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=329648&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
841,Programmierpraktikum,"['Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Texttechnologie'],"[['Mehler< Alexander< Prof. Dr.', 'verantwortlich']]","[['Abrami< Giuseppe < M. Sc.', 'begleitend']]",Praktikum,"PPR-BPR, B-PPR, PRG-PR, B-PRG-PR,  L2-CS-IG, L5-CS-IG",WiSe 2021/22,4,8,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=323269&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
842,Nachklausur Automaten und Rechnerarchitekturen,"['Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Architektur von Hochleistungsrechnern'],[],"[['Lindenstruth< Volker< Prof. Dr.', ''], ['Redelbach< Andreas< Dr. habil.', '']]",Klausur,"ARA, B-ARA, L3-CS-ARA, L2-CS-IG, L5-CS-IG",WiSe 2021/22,6,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321773&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
843,Automaten und Rechnerarchitekturen (Klausur),"['Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Architektur von Hochleistungsrechnern'],"[['Lindenstruth< Volker< Prof. Dr.', 'verantwortlich']]","[['Redelbach< Andreas< Dr. habil.', 'begleitend']]",Klausur,"ARA, B-ARA, L3-CS-ARA, L2-CS-IG, L5-CS-IG",WiSe 2021/22,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=327643&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
844,Grundlagen der Programmierung,"['Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 11 - Geowissenschaften / Geographie']",['Datenbanken und Informationssysteme'],"[['Kaschube< Matthias< Prof. Dr.', 'verantwortlich'], ['Tolle< Karsten< Dr.', 'verantwortlich']]","[['Matthäus< Franziska< Prof. Dr.', '']]",Vorlesung mit Übung,"GPR, B-EPI,  L2-CS-EPI, L3-CS-EPI, L5-CS-EPI",WiSe 2021/22,4,6,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=322393&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
845,Einführung in die Programmierung,"['Lehrveranstaltungen des Fachbereichs 12 - Informatik und Mathematik', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 11 - Geowissenschaften / Geographie', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften']",['Datenbanken und Informationssysteme'],"[['Kaschube< Matthias< Prof. Dr.', 'verantwortlich'], ['Tolle< Karsten< Dr.', 'verantwortlich']]","[['Matthäus< Franziska< Prof. Dr.', '']]",Vorlesung mit Übung,"EPR, B-EPI, L2-CS-EPI, L3-CS-EPI, L5-CS-EPI",WiSe 2021/22,4,6,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=322394&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
846,Vorbereitung des Schulpraktikums mit eigener Gruppe,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Belda< Dirk', '']]",Schulpraktische Studien,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=326807&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
847,Nachbereitung des Schulpraktikums (D) | Blockveranstaltung m. eigener Gruppe,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Belda< Dirk', '']]",Schulpraktische Studien,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=326808&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
848,Sprache und historisches Lernen: Schulbuchtexte verstehen und verständlich machen,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Kreutz< Jessica< Priv. Doz. Dr.', '']]",Übung,ModO 2017: L3-GE-M8 (Z) | L1– SU-S3 Veranstaltung III,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320648&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
849,Populäre Musik als Ressource historischen Lernens,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Memminger< Josef< Prof. Dr.', '']]",Übung,ModO 2017: L3-GE-M8 (Z),WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320989&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
850,Podcasts im Geschichtsunterricht,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Historisches Seminar'],[],"[['Doumerc< Daniel', '']]",Übung,Podcasts im GU / ModO 2017: L3-GE-M8 (Z),WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320638&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
851,Kompetenzen historischen Lernens im Diskurs,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Kreutz< Jessica< Priv. Doz. Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320605&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
852,Information und Kommunikation als bedeutende Faktoren geschichtlicher Entwicklung – Erarbeitung didaktischer und methodischer Grundlagen für historisches Lernen an Beispielen,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['König< Manfred', '']]",Übung,ModO 2017: L3-GE-M8 (LL) | Blockveranstaltung,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321280&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
853,Entdeckte Welten – Kartenarbeit im Geschichtsunterricht am Beispiel der europäischen Expansion,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Sobich< Frank Oliver< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321064&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
854,Didaktik der Geschichte – ein weites Feld  (neuere geschichtsdidaktische Forschungen),"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Memminger< Josef< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320491&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
855,Darstellungen – Gattungen und Potenziale,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Memminger< Josef< Prof. Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320433&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
856,Polytheismus- Ritual und Politik in der Antike,"['Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Historisches Seminar', 'Abteilung Alte Geschichte']",[],"[['Bernstein< Frank< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321121&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
857,Griechische Klassik,"['Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Historisches Seminar', 'Abteilung Alte Geschichte']",[],"[['Weiß< Alexander< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320344&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
858,Die Krise der römischen Republik,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Moor-Freber< Tatjana', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320696&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
859,Wissenschaften im Mittelalter bis zur Frühen Neuzeit,"['Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Historisches Seminar', 'Wissenschaftsgeschichte']",[],"[[""Warner< Annette< Prof'in. Dr."", '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320892&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
860,Klosterleben und religiöser Alltag im Mittelalter,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Kreutz< Jessica< Priv. Doz. Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321210&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
861,Historische Grundwissenschaften in der Schule,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Kreutz< Jessica< Priv. Doz. Dr.', '']]",Übung,ModO 2017: L3-GE-M8 (LL) | ModO 2017: L3-GE-M8 (Z),WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321086&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
862,Europa 400-1600. Konsens und Dissens beim Neudenken der Geschichte Lateineuropas,"['Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Historisches Seminar', 'Mittelalterliche Geschichte']",[],"[['Jussen< Bernhard< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=328221&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
863,Die Herrschaften der Karolinger,"['Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Historisches Seminar', 'Abteilung Alte Geschichte']",[],"[['Busch< Jörg W.< Apl. Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320826&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
864,Kolonialismus am Beispiel Deutsch-Südwestafrikas,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Kratz< Philipp< Dr.', '']]",Übung,ModO 2017: L3-GE-M8 (Z),WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320881&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
865,Geschichtsort Adlerwerke.  Entwicklung pädagogischer Konzepte und Materialien,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Altmeyer< Thomas', '']]",Übung,ModO 2017: L3-GE-M8 (LL),WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320926&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
866,Geschichte der Juden in der Neuzeit,"['Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 9 - Sprach- und Kulturwissenschaften']",['Seminar für Judaistik'],[],"[[""Voß< Rebekka< Prof'in. Dr."", '']]",Vorlesung mit Übung,"Ju-B 8.1, Ju-Hist 3.1",WiSe 2021/22,,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=322166&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
867,Europa im Zeitalter der Aufklärung,"['Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']",['Historisches Seminar'],[],"[['Maaser< Michael< Priv. Doz. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321161&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
868,Deutsche Wirtschaft in Europa seit dem dreißigjährigen Krieg,"['Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften', 'Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)']","['Historisches Seminar', 'Wirtschafts- und Sozialgeschichte']",[],"[['Plumpe< Werner< Prof. Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320931&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
869,Das Nationalsozialistische Deutschland 1933-1945 (W),"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Sobich< Frank Oliver< Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321105&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
870,Das deutsche Kaiserreich als Thema in Geschichtswissenschaft- Geschichtskultur und Geschichtsunterricht,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Memminger< Josef< Prof. Dr.', '']]",Seminar,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320346&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
871,Vom Faustkeil zum Smartphone – Basisnarrative des Geschichtsunterrichts  (online),"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Sobich< Frank Oliver< Dr.', '']]",Vorlesung,,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321158&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
872,Videographisch Reflexion geschichtsdidaktischer Theorie (online),"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],[],Übung,ModO 2017: L3-GE-M2 (Z),WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321125&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
873,Tutorium begleitend zu den Proseminaren,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],[],Tutorium,die Teilnahme ist verpflichtend,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320063&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
874,TAT-ORT Schule - Schülerzentrierung- Differenzierung- Handlungsorientierung (D),"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']","['Hörsaalverwaltung Westend', 'Seminar für Didaktik der Geschichte']",[],"[['Ehsani< Yvonne', '']]",Übung,Blockveranstaltung / ModO 2017: L3-GE-M2 (MM),WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=326858&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
875,Projektarbeit und forschend-entdeckendes Lernen im Geschichtsunterricht (D),"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Belda< Dirk', '']]",Übung,ModO 2017: L3-GE-M2 (MM),WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321011&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
876,Module für den Geschichtsunterricht in der Oberstufe,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Neumann< Frank-Armin', '']]",Übung,ModO 2017: L3-GE-M2 (Z),WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=326861&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
877,Do. | Einführung in die Geschichtsdidaktik (D) (online),"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Sobich< Frank Oliver< Dr.', '']]",Proseminar,L1-S3- Veranstaltung I,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321140&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
878,Di. |Einführung in die Geschichtsdidaktik (D),"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Seminar für Didaktik der Geschichte'],[],"[['Sobich< Frank Oliver< Dr.', '']]",Proseminar,L1-S3- Veranstaltung I,WiSe 2021/22,2,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321052&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
879,Einführung in das Studium der mittelalterlichen Geschichte: Gesellschaft im lateinischen Europa um 800,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']","['Historisches Seminar', 'Mittelalterliche Geschichte']",[],"[['Jussen< Bernhard< Prof. Dr.', '']]",Proseminar,,WiSe 2021/22,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=328220&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
880,Einführung in das Studium der mittelalterlichen Geschichte,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']","['Historisches Seminar', 'Hörsaalverwaltung Westend']",[],"[['Kleinert< Christian< Dr.', '']]",Proseminar,,WiSe 2021/22,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=328259&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
881,Einführung in das Studium der mittelalterlichen Geschichte,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']","['Historisches Seminar', 'Mittelalterliche Geschichte']",[],"[['Gorzolla< Peter< Dr.', '']]",Proseminar,,WiSe 2021/22,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321608&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
882,Einführung in das Studium der mittelalterlichen Geschichte,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']","['Historisches Seminar', 'Mittelalterliche Geschichte']",[],"[['Busch< Jörg W.< Apl. Prof. Dr.', '']]",Proseminar,,WiSe 2021/22,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321495&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
883,Einführung in das Studium der Alten Geschichte: Sulla – Eine spätrepublikanische Karriere,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']","['Historisches Seminar', 'Abteilung Alte Geschichte']",[],"[['Forster< Florian Rudolf< Priv. Doz. Dr.', '']]",Proseminar,,WiSe 2021/22,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321591&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
884,Einführung in das Studium der Alten Geschichte: Hadrian – Machterhalt statt Expansion,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']","['Historisches Seminar', 'Abteilung Alte Geschichte']",[],"[['Dirschlmayer< Michaela< Dr.', '']]",Proseminar,,WiSe 2021/22,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=320680&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
885,Einführung in das Studium der Alten Geschichte: Der Mythos Delphi B,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']","['Historisches Seminar', 'Abteilung Alte Geschichte']",[],"[['Wiegandt< Dirk< Dr.', '']]",Proseminar,,WiSe 2021/22,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321695&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
886,Einführung in das Studium der Alten Geschichte: Der Mythos Delphi A,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']","['Historisches Seminar', 'Abteilung Alte Geschichte']",[],"[['Wiegandt< Dirk< Dr.', '']]",Proseminar,,WiSe 2021/22,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=321209&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
887,Einführung in das Studium der neueren Geschichte: Warum Europa? Der Weg zur Europäischen Einigung,"['Lehrveranstaltungen für Lehramtsstudiengänge (Modulstruktur)', 'Lehrveranstaltungen des Fachbereichs 8 - Philosophie und Geschichtswissenschaften']",['Historisches Seminar'],[],"[['Wolbring< Barbara< Apl. Prof. Dr.', '']]",Proseminar,,WiSe 2021/22,3,,https://qis.server.uni-frankfurt.de/qisserver/rds?state=verpublish&status=init&vmfile=no&publishid=323266&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
